case_code	category_code	category_text
O	PEX	Part-- Neck	
O	PFX	Part-- Lower extremities	
O	PGX	Part-- Upper extremities	
O	PHX	Part-- Body systems	
O	PIX	Part-- Multiple	
O	PST	Private industry-- Professional, scientific, and technical services	
O	RAX	Race-- White	
O	RBX	Race-- Black	
O	RCX	Race-- American Indian, Aleut, Eskimo	
O	RDX	Race-- Asian	
O	RET	Private industry-- Retail trade	
O	REX	Race-- Pacific Islander	
O	RGX	Race-- Multiple	
O	RHX	Race-- Other or not reported	
O	RIX	Race-- Hispanic	
O	RRL	Private industry-- Real estate and rental and leasing	
O	SAX	Primary source of injury-- Vehicles	
O	SBX	Primary source of injury-- Highway vehicles	
O	SCX	Primary source of injury-- Automobiles	
O	SDX	Primary source of injury-- Trucks	
O	SEX	Primary source of injury-- Plant vehicles	
O	SFX	Primary source of injury-- Forklifts	
O	SGX	Primary source of injury-- Tractors	
O	SHX	Primary source of injury-- Structures	
O	SIX	Primary source of injury-- Floors	
O	SJX	Primary source of injury-- Machinery	
O	SKX	Primary source of injury-- Agricultural machinery	
O	SLX	Primary source of injury-- Construction & mining machinery	
O	SMX	Primary source of injury-- Material handling machinery	
O	SNX	Primary source of injury-- Parts & materials	
O	SOX	Primary source of injury-- Machine, tool, & electric parts	
O	SP1	Private industry-- Service producing	
O	SPX	Primary source of injury-- Persons, plants, etc.	
O	SQX	Primary source of injury-- Other persons	
O	SRX	Primary source of injury-- Robber	
O	SSX	Primary source of injury-- Co-worker	
O	STX	Primary source of injury-- Trees, logs	
O	SUX	Primary source of injury-- Chemicals	
O	SVX	Primary source of injury-- Tools, instruments, & equipment	
O	SWX	Primary source of injury-- Containers	
O	SXX	Primary source of injury-- All other sources	
O	SYX	Primary source of injury-- Bullets	
O	SZX	Primary source of injury-- Fire	
O	TAX	Secondary source of injury-- Vehicles	
O	TBX	Secondary source of injury-- Highway vehicles	
O	TCX	Secondary source of injury-- Plant vehicles	
O	TDX	Secondary source of injury-- Structures & surfaces	
O	TEX	Secondary source of injury-- Floors	
O	TFX	Secondary source of injury-- Structures	
O	TGX	Secondary source of injury-- Machinery	
O	THX	Secondary source of injury-- Parts & materials	
O	TIX	Secondary source of injury-- Machine, tool, & electric parts	
O	TJX	Secondary source of injury-- Persons, plants, etc.	
O	TKX	Secondary source of injury-- Other persons	
O	TLX	Secondary source of injury-- Robber	
O	TMX	Secondary source of injury-- Co-worker	
O	TNX	Secondary source of injury-- Trees, logs	
O	TOX	Secondary source of injury-- Chemicals	
O	TPX	Secondary source of injury-- Tools, instruments, & equipment	
O	TQX	Secondary source of injury-- Containers	
O	TRW	Private industry-- Transportation and warehousing	
O	TRX	Secondary source of injury-- Other sources	
O	TSX	Secondary source of injury-- Liquids	
O	TTU	Private industry-- Trade, transportation, and utilities	
O	TTX	Secondary source of injury-- Not reported	
O	UTL	Private industry -- Utilities	
O	WAX	Worker status-- Wage and salary	
O	WBX	Worker status-- Self-employed	
O	WHT	Private industry-- Wholesale trade	
O	XAX	Worker activity-- Transporting	
O	XBX	Worker activity-- Tool use	
O	XCX	Worker activity-- Constructing	
O	XDX	Worker activity-- Protecting	
O	XEX	Worker activity-- Handling	
O	XFX	Worker activity-- Physical	
O	XGX	Worker activity-- Other	
O	XHX	Worker activity-- Tending	
O	XIX	Worker activity-- Not reported	
O	YAX	Worker location-- Residence	
O	YBX	Worker location-- Farm	
O	YCX	Worker location-- Mine	
O	YDX	Worker location-- Industrial area	
O	YEX	Worker location-- Recreation area	
O	YFX	Worker location-- Street	
O	YGX	Worker location-- Public building	
O	YHX	Worker location-- Institution	
O	YIX	Worker location-- Other or not reported	
P	00X	Ownership-- All	
P	50X	Ownership-- Private industry	
P	AAX	Age group-- 15 & under	
P	ABX	Age group-- 16-17	
P	ACX	Age group-- 18-19	
P	ADW	Private industry-- Administration and support and waste management and remediation services	
P	ADX	Age group-- 20-24	
P	AER	Private industry-- Arts, entertainment, and recreation	
P	AEX	Age group-- 25-34	
P	AFH	Private industry-- Agriculture, forestry, fishing, and hunting	
P	AFS	Private industry-- Accommodation and food services	
P	AFX	Age group-- 35-44	
P	AGX	Age group-- 45-54	
P	AHX	Age group-- 55-64	
P	AIX	Age group-- 65 & older	
P	CON	Private industry-- Construction	
P	E1X	Event or exposure-- Shooting	
P	E2X	Event or exposure-- Other homicides	
P	E3X	Event or exposure-- Self-inflicted injuries	
P	E4X	Event or exposure-- Other events or exposures	
P	EAX	Event or exposure-- Contact with objects & equipment	
P	EBX	Event or exposure-- Struck by object	
P	ECX	Event or exposure-- Struck by falling object	
P	EDS	Private industry-- Educational services	
P	EDX	Event or exposure-- Caught in equipment or object	
P	EEX	Event or exposure-- Caught in running equipment or machinery	
P	EFX	Event or exposure-- Falls	
P	EGX	Event or exposure-- Fall to lower level	
P	EHS	Private industry-- Education and health services	
P	EHX	Event or exposure-- Fall from ladder	
P	EIX	Event or exposure-- Fall from roof	
P	EJX	Event or exposure-- Fall from scaffold	
P	EKX	Event or exposure-- Harmful substances or environments	
P	ELX	Event or exposure-- Contact with current	
P	EMX	Event or exposure-- Caustic, noxious substances	
P	ENX	Event or exposure-- Oxygen deficiency	
P	EOX	Event or exposure-- Transportation incident	
P	EPX	Event or exposure-- Highway transportation incident	
P	EQX	Event or exposure-- Collision between vehicles	
P	ERX	Event or exposure-- Noncollision highway incident	
P	ESX	Event or exposure-- Nonhighway transportation incident	
P	ETX	Event or exposure-- Overturned, nonhighway	
P	EUX	Event or exposure-- Struck by vehicle	
P	EVX	Event or exposure-- Other transportation incidents	
P	EWX	Event or exposure-- Aircraft incidents	
P	EXX	Event or exposure-- Fires & explosions	
P	EYX	Event or exposure-- Assaults	
P	EZX	Event or exposure-- Homicides	
P	FIA	Private industry-- Financial activities	
P	FIN	Private industry-- Finance and insurance	
P	GFX	Gender-- Female	
P	GMX	Gender-- Male	
P	GP1	Private industry-- Goods producing	
P	HSA	Private industry-- Health care and social assistance	
P	INF	Private industry-- Information	
P	LEH	Private industry-- Leisure and hospitality	
P	MCE	Private industry-- Management of companies and enterprises	
P	MFG	Private industry-- Manufacturing	
P	MIN	Private industry-- Mining	
P	NAX	Nature-- Intracranial injuries	
P	NBX	Nature-- Other traumatic injuries	
P	NCX	Nature-- Internal injuries	
P	NDX	Nature-- Asphyxiations, suffocations	
P	NEX	Nature-- Drownings	
P	NFX	Nature-- Electrocutions	
P	NGX	Nature-- Poisonings, toxic effects	
P	NHX	Nature-- Open wounds	
P	NIX	Nature-- Gunshot wounds	
P	NJX	Nature-- Burns (heat, chemical, etc.)	
P	NKX	Nature-- Multiple traumatic injuries	
P	NLX	Nature-- Intracranial injuries and injuries to internal organs	
P	NRM	Private industry-- Natural resources and mining	
P	OTS	Private industry-- Other services	
P	PAX	Part-- Head	
P	PBS	Private industry-- Professional and business services	
P	PBX	Part-- Trunk	
P	PCX	Part-- Chest	
P	PDX	Part-- Back	
P	PEX	Part-- Neck	
P	PFX	Part-- Lower extremities	
P	PGX	Part-- Upper extremities	
P	PHX	Part-- Body systems	
P	PIX	Part-- Multiple	
P	PST	Private industry-- Professional, scientific, and technical services	
P	RAX	Race-- White	
P	RBX	Race-- Black	
P	RCX	Race-- American Indian, Aleut, Eskimo	
P	RDX	Race-- Asian	
P	RET	Private industry-- Retail trade	
P	REX	Race-- Pacific Islander	
P	RGX	Race-- Multiple	
P	RHX	Race-- Other or not reported	
P	RIX	Race-- Hispanic	
P	RRL	Private industry-- Real estate and rental and leasing	
P	SAX	Primary source of injury-- Vehicles	
P	SBX	Primary source of injury-- Highway vehicles	
P	SCX	Primary source of injury-- Automobiles	
P	SDX	Primary source of injury-- Trucks	
P	SEX	Primary source of injury-- Plant vehicles	
P	SFX	Primary source of injury-- Forklifts	
P	SGX	Primary source of injury-- Tractors	
P	SHX	Primary source of injury-- Structures	
P	SIX	Primary source of injury-- Floors	
P	SJX	Primary source of injury-- Machinery	
P	SKX	Primary source of injury-- Agricultural machinery	
P	SLX	Primary source of injury-- Construction & mining machinery	
P	SMX	Primary source of injury-- Material handling machinery	
P	SNX	Primary source of injury-- Parts & materials	
P	SOX	Primary source of injury-- Machine, tool, & electric parts	
P	SP1	Private industry-- Service producing	
P	SPX	Primary source of injury-- Persons, plants, etc.	
P	SQX	Primary source of injury-- Other persons	
P	SRX	Primary source of injury-- Robber	
P	SSX	Primary source of injury-- Co-worker	
P	STX	Primary source of injury-- Trees, logs	
P	SUX	Primary source of injury-- Chemicals	
P	SVX	Primary source of injury-- Tools, instruments, & equipment	
P	SWX	Primary source of injury-- Containers	
P	SXX	Primary source of injury-- All other sources	
P	SYX	Primary source of injury-- Bullets	
P	SZX	Primary source of injury-- Fire	
P	TAX	Secondary source of injury-- Vehicles	
P	TBX	Secondary source of injury-- Highway vehicles	
P	TCX	Secondary source of injury-- Plant vehicles	
P	TDX	Secondary source of injury-- Structures & surfaces	
P	TEX	Secondary source of injury-- Floors	
P	TFX	Secondary source of injury-- Structures	
P	TGX	Secondary source of injury-- Machinery	
P	THX	Secondary source of injury-- Parts & materials	
P	TIX	Secondary source of injury-- Machine, tool, & electric parts	
P	TJX	Secondary source of injury-- Persons, plants, etc.	
P	TKX	Secondary source of injury-- Other persons	
P	TLX	Secondary source of injury-- Robber	
P	TMX	Secondary source of injury-- Co-worker	
P	TNX	Secondary source of injury-- Trees, logs	
P	TOX	Secondary source of injury-- Chemicals	
P	TPX	Secondary source of injury-- Tools, instruments, & equipment	
P	TQX	Secondary source of injury-- Containers	
P	TRW	Private industry-- Transportation and warehousing	
P	TRX	Secondary source of injury-- Other sources	
P	TSX	Secondary source of injury-- Liquids	
P	TTU	Private industry-- Trade, transportation, and utilities	
P	TTX	Secondary source of injury-- Not reported	
P	UTL	Private industry -- Utilities	
P	WAX	Worker status-- Wage and salary	
P	WBX	Worker status-- Self-employed	
P	WHT	Private industry-- Wholesale trade	
P	XAX	Worker activity-- Transporting	
P	XBX	Worker activity-- Tool use	
P	XCX	Worker activity-- Constructing	
P	XDX	Worker activity-- Protecting	
P	XEX	Worker activity-- Handling	
P	XFX	Worker activity-- Physical	
P	XGX	Worker activity-- Other	
P	XHX	Worker activity-- Tending	
P	XIX	Worker activity-- Not reported	
P	YAX	Worker location-- Residence	
P	YBX	Worker location-- Farm	
P	YCX	Worker location-- Mine	
P	YDX	Worker location-- Industrial area	
P	YEX	Worker location-- Recreation area	
P	YFX	Worker location-- Street	
P	YGX	Worker location-- Public building	
P	YHX	Worker location-- Institution	
P	YIX	Worker location-- Other or not reported	
S	00X	Ownership-- All	
S	05X	Ownership-- All government	
S	10X	Ownership-- Federal government	
S	20X	Ownership-- State government	
S	30X	Ownership-- Local government	
S	50X	Ownership-- Private industry	
S	AAX	Age group-- 15 & under	
S	ABX	Age group-- 16-17	
S	ACX	Age group-- 18-19	
S	ADW	Private industry-- Administration and support and waste management and remediation services	
S	ADX	Age group-- 20-24	
S	AER	Private industry-- Arts, entertainment, and recreation	
S	AEX	Age group-- 25-34	
S	AFH	Private industry-- Agriculture, forestry, fishing, and hunting	
S	AFS	Private industry-- Accommodation and food services	
S	AFX	Age group-- 35-44	
S	AGX	Age group-- 45-54	
S	AHX	Age group-- 55-64	
S	AIX	Age group-- 65 & older	
S	CON	Private industry-- Construction	
S	E1X	Event or exposure-- Shooting	
S	E2X	Event or exposure-- Other homicides	
S	E3X	Event or exposure-- Self-inflicted injuries	
S	E4X	Event or exposure-- Other events or exposures	
S	EAX	Event or exposure-- Contact with objects & equipment	
S	EBX	Event or exposure-- Struck by object	
S	ECX	Event or exposure-- Struck by falling object	
S	EDS	Private industry-- Educational services	
S	EDX	Event or exposure-- Caught in equipment or object	
S	EEX	Event or exposure-- Caught in running equipment or machinery	
S	EFX	Event or exposure-- Falls	
S	EGX	Event or exposure-- Fall to lower level	
S	EHS	Private industry-- Education and health services	
S	EHX	Event or exposure-- Fall from ladder	
S	EIX	Event or exposure-- Fall from roof	
S	EJX	Event or exposure-- Fall from scaffold	
S	EKX	Event or exposure-- Harmful substances or environments	
S	ELX	Event or exposure-- Contact with current	
S	EMX	Event or exposure-- Caustic, noxious substances	
S	ENX	Event or exposure-- Oxygen deficiency	
S	EOX	Event or exposure-- Transportation incident	
S	EPX	Event or exposure-- Highway transportation incident	
S	EQX	Event or exposure-- Collision between vehicles	
S	ERX	Event or exposure-- Noncollision highway incident	
S	ESX	Event or exposure-- Nonhighway transportation incident	
S	ETX	Event or exposure-- Overturned, nonhighway	
S	EUX	Event or exposure-- Struck by vehicle	
S	EVX	Event or exposure-- Other transportation incidents	
S	EWX	Event or exposure-- Aircraft incidents	
S	EXX	Event or exposure-- Fires & explosions	
S	EYX	Event or exposure-- Assaults	
S	EZX	Event or exposure-- Homicides	
S	FIA	Private industry-- Financial activities	
S	FIN	Private industry-- Finance and insurance	
S	GFX	Gender-- Female	
S	GMX	Gender-- Male	
S	GP1	Private industry-- Goods producing	
S	HSA	Private industry-- Health care and social assistance	
S	INF	Private industry-- Information	
S	LEH	Private industry-- Leisure and hospitality	
S	MCE	Private industry-- Management of companies and enterprises	
S	MFG	Private industry-- Manufacturing	
S	MIN	Private industry-- Mining	
S	NAX	Nature-- Intracranial injuries	
S	NBX	Nature-- Other traumatic injuries	
S	NCX	Nature-- Internal injuries	
S	NDX	Nature-- Asphyxiations, suffocations	
S	NEX	Nature-- Drownings	
S	NFX	Nature-- Electrocutions	
S	NGX	Nature-- Poisonings, toxic effects	
S	NHX	Nature-- Open wounds	
S	NIX	Nature-- Gunshot wounds	
S	NJX	Nature-- Burns (heat, chemical, etc.)	
S	NKX	Nature-- Multiple traumatic injuries	
S	NLX	Nature-- Intracranial injuries and injuries to internal organs	
S	NRM	Private industry-- Natural resources and mining	
S	O00	Occupation-- Management, Professional, and Related Occupations (11--29)	
S	O10	Occupation-- Management, Business, and Financial Occupations (11--13)	
S	O11	Occupation-- Management Occupations	
S	O13	Occupation-- Business and Financial Operations Occupations	
S	O15	Occupation-- Computer and Mathematical Occupations	
S	O17	Occupation-- Architecture and Engineering Occupations	
S	O19	Occupation-- Life, Physical, and Social Science Occupations	
S	O20	Occupation-- Professional and Related Occupations (15--29)	
S	O21	Occupation-- Community and Social Services Occupations	
S	O23	Occupation-- Legal Occupations	
S	O25	Occupation-- Education, Training, and Library Occupations	
S	O27	Occupation-- Arts, Design, Entertainment, Sports, and Media Occupations	
S	O29	Occupation-- Healthcare Practitioner and Technical Occupations	
S	O30	Occupation-- Service Occupations (31--39)	
S	O31	Occupation-- Healthcare Support Occupations	
S	O33	Occupation-- Protective Service Occupations	
S	O35	Occupation-- Food Preparation and Serving Related Occupations	
S	O37	Occupation-- Building and Grounds Cleaning and Maintenance Occupations	
S	O39	Occupation-- Personal Care and Service Occupations	
S	O40	Occupation-- Sales and Office Occupations (41--43)	
S	O41	Occupation-- Sales and Related Occupations	
S	O43	Occupation-- Office and Administrative Support Occupations	
S	O44	Occupation-- Natural Resources, Construction, and Maintenance Occupations (45--49)	
S	O45	Occupation-- Farming, Fishing, and Forestry Occupations	
S	O47	Occupation-- Construction and Extraction Occupations	
S	O49	Occupation-- Installation, Maintenance, and Repair Occupations	
S	O50	Occupation-- Production, Transportation, and Material Moving Occupations (51--53)	
S	O51	Occupation-- Production Occupations	
S	O53	Occupation-- Transportation and Material Moving Occupations	
S	O55	Occupation-- Military Specific Occupations	
S	OTS	Private industry-- Other services	
S	PAX	Part-- Head	
S	PBS	Private industry-- Professional and business services	
S	PBX	Part-- Trunk	
S	PCX	Part-- Chest	
S	PDX	Part-- Back	
S	PEX	Part-- Neck	
S	PFX	Part-- Lower extremities	
S	PGX	Part-- Upper extremities	
S	PHX	Part-- Body systems	
S	PIX	Part-- Multiple	
S	PST	Private industry-- Professional, scientific, and technical services	
S	RAX	Race-- White	
S	RBX	Race-- Black	
S	RCX	Race-- American Indian, Aleut, Eskimo	
S	RDX	Race-- Asian	
S	RET	Private industry-- Retail trade	
S	REX	Race-- Pacific Islander	
S	RGX	Race-- Multiple	
S	RHX	Race-- Other or not reported	
S	RIX	Race-- Hispanic	
S	RRL	Private industry-- Real estate and rental and leasing	
S	SP1	Private industry-- Service producing	
S	TRW	Private industry-- Transportation and warehousing	
S	TTU	Private industry-- Trade, transportation, and utilities	
S	UTL	Private industry -- Utilities	
S	WAX	Worker status-- Wage and salary	
S	WBX	Worker status-- Self-employed	
S	WHT	Private industry-- Wholesale trade	
S	XAX	Worker activity-- Transporting	
S	XBX	Worker activity-- Tool use	
S	XCX	Worker activity-- Constructing	
S	XDX	Worker activity-- Protecting	
S	XEX	Worker activity-- Handling	
S	XFX	Worker activity-- Physical	
S	XGX	Worker activity-- Other	
S	XHX	Worker activity-- Tending	
S	XIX	Worker activity-- Not reported	
S	YAX	Worker location-- Residence	
S	YBX	Worker location-- Farm	
S	YCX	Worker location-- Mine	
S	YDX	Worker location-- Industrial area	
S	YEX	Worker location-- Recreation area	
S	YFX	Worker location-- Street	
S	YGX	Worker location-- Public building	
S	YHX	Worker location-- Institution	
S	YIX	Worker location-- Other or not reported	
T	00X	Ownership-- All	
T	05X	Ownership-- All government	
T	10X	Ownership-- Federal government	
T	20X	Ownership-- State government	
T	30X	Ownership-- Local government	
T	50X	Ownership-- Private industry	
T	AAX	Age group-- 15 & under	
T	ABX	Age group-- 16-17	
T	ACX	Age group-- 18-19	
T	ADW	Private industry-- Administration and support and waste management and remediation services	
T	ADX	Age group-- 20-24	
T	AER	Private industry-- Arts, entertainment, and recreation	
T	AEX	Age group-- 25-34	
T	AFH	Private industry-- Agriculture, forestry, fishing, and hunting	
T	AFS	Private industry-- Accommodation and food services	
T	AFX	Age group-- 35-44	
T	AGX	Age group-- 45-54	
T	AHX	Age group-- 55-64	
T	AIX	Age group-- 65 & older	
T	CON	Private industry-- Construction	
T	E1X	Event or exposure-- Shooting	
T	E2X	Event or exposure-- Other homicides	
T	E3X	Event or exposure-- Self-inflicted injuries	
T	E4X	Event or exposure-- Other events or exposures	
T	EAX	Event or exposure-- Contact with objects & equipment	
T	EBX	Event or exposure-- Struck by object	
T	ECX	Event or exposure-- Struck by falling object	
T	EDS	Private industry-- Educational services	
T	EDX	Event or exposure-- Caught in equipment or object	
T	EEX	Event or exposure-- Caught in running equipment or machinery	
T	EFX	Event or exposure-- Falls	
T	EGX	Event or exposure-- Fall to lower level	
T	EHS	Private industry-- Education and health services	
T	EHX	Event or exposure-- Fall from ladder	
T	EIX	Event or exposure-- Fall from roof	
T	EJX	Event or exposure-- Fall from scaffold	
T	EKX	Event or exposure-- Harmful substances or environments	
T	ELX	Event or exposure-- Contact with current	
T	EMX	Event or exposure-- Caustic, noxious substances	
T	ENX	Event or exposure-- Oxygen deficiency	
T	EOX	Event or exposure-- Transportation incident	
T	EPX	Event or exposure-- Highway transportation incident	
T	EQX	Event or exposure-- Collision between vehicles	
T	ERX	Event or exposure-- Noncollision highway incident	
T	ESX	Event or exposure-- Nonhighway transportation incident	
T	ETX	Event or exposure-- Overturned, nonhighway	
T	EUX	Event or exposure-- Struck by vehicle	
T	EVX	Event or exposure-- Other transportation incidents	
T	EWX	Event or exposure-- Aircraft incidents	
T	EXX	Event or exposure-- Fires & explosions	
T	EYX	Event or exposure-- Assaults	
T	EZX	Event or exposure-- Homicides	
T	FIA	Private industry-- Financial activities	
T	FIN	Private industry-- Finance and insurance	
T	GFX	Gender-- Female	
T	GMX	Gender-- Male	
T	GP1	Private industry-- Goods producing	
T	HSA	Private industry-- Health care and social assistance	
T	INF	Private industry-- Information	
T	LEH	Private industry-- Leisure and hospitality	
T	MCE	Private industry-- Management of companies and enterprises	
T	MFG	Private industry-- Manufacturing	
T	MIN	Private industry-- Mining	
T	NAX	Nature-- Intracranial injuries	
T	NBX	Nature-- Other traumatic injuries	
T	NCX	Nature-- Internal injuries	
T	NDX	Nature-- Asphyxiations, suffocations	
T	NEX	Nature-- Drownings	
T	NFX	Nature-- Electrocutions	
T	NGX	Nature-- Poisonings, toxic effects	
T	NHX	Nature-- Open wounds	
T	NIX	Nature-- Gunshot wounds	
T	NJX	Nature-- Burns (heat, chemical, etc.)	
T	NKX	Nature-- Multiple traumatic injuries	
T	NLX	Nature-- Intracranial injuries and injuries to internal organs	
T	NRM	Private industry-- Natural resources and mining	
T	O00	Occupation-- Management, Professional, and Related Occupations (11--29)	
T	O10	Occupation-- Management, Business, and Financial Occupations (11--13)	
T	O11	Occupation-- Management Occupations	
T	O13	Occupation-- Business and Financial Operations Occupations	
T	O15	Occupation-- Computer and Mathematical Occupations	
T	O17	Occupation-- Architecture and Engineering Occupations	
T	O19	Occupation-- Life, Physical, and Social Science Occupations	
T	O20	Occupation-- Professional and Related Occupations (15--29)	
T	O21	Occupation-- Community and Social Services Occupations	
T	O23	Occupation-- Legal Occupations	
T	O25	Occupation-- Education, Training, and Library Occupations	
T	O27	Occupation-- Arts, Design, Entertainment, Sports, and Media Occupations	
T	O29	Occupation-- Healthcare Practitioner and Technical Occupations	
T	O30	Occupation-- Service Occupations (31--39)	
T	O31	Occupation-- Healthcare Support Occupations	
T	O33	Occupation-- Protective Service Occupations	
T	O35	Occupation-- Food Preparation and Serving Related Occupations	
T	O37	Occupation-- Building and Grounds Cleaning and Maintenance Occupations	
T	O39	Occupation-- Personal Care and Service Occupations	
T	O40	Occupation-- Sales and Office Occupations (41--43)	
T	O41	Occupation-- Sales and Related Occupations	
T	O43	Occupation-- Office and Administrative Support Occupations	
T	O44	Occupation-- Natural Resources, Construction, and Maintenance Occupations (45--49)	
T	O45	Occupation-- Farming, Fishing, and Forestry Occupations	
T	O47	Occupation-- Construction and Extraction Occupations	
T	O49	Occupation-- Installation, Maintenance, and Repair Occupations	
T	O50	Occupation-- Production, Transportation, and Material Moving Occupations (51--53)	
T	O51	Occupation-- Production Occupations	
T	O53	Occupation-- Transportation and Material Moving Occupations	
T	O55	Occupation-- Military Specific Occupations	
T	OTS	Private industry-- Other services	
T	PAX	Part-- Head	
T	PBS	Private industry-- Professional and business services	
T	PBX	Part-- Trunk	
T	PCX	Part-- Chest	
T	PDX	Part-- Back	
T	PEX	Part-- Neck	
T	PFX	Part-- Lower extremities	
T	PGX	Part-- Upper extremities	
T	PHX	Part-- Body systems	
T	PIX	Part-- Multiple	
T	PST	Private industry-- Professional, scientific, and technical services	
T	RAX	Race-- White	
T	RBX	Race-- Black	
T	RCX	Race-- American Indian, Aleut, Eskimo	
T	RDX	Race-- Asian	
T	RET	Private industry-- Retail trade	
T	REX	Race-- Pacific Islander	
T	RGX	Race-- Multiple	
T	RHX	Race-- Other or not reported	
T	RIX	Race-- Hispanic	
T	RRL	Private industry-- Real estate and rental and leasing	
T	SP1	Private industry-- Service producing	
T	TRW	Private industry-- Transportation and warehousing	
T	TTU	Private industry-- Trade, transportation, and utilities	
T	UTL	Private industry -- Utilities	
T	WAX	Worker status-- Wage and salary	
T	WBX	Worker status-- Self-employed	
T	WHT	Private industry-- Wholesale trade	
T	XAX	Worker activity-- Transporting	
T	XBX	Worker activity-- Tool use	
T	XCX	Worker activity-- Constructing	
T	XDX	Worker activity-- Protecting	
T	XEX	Worker activity-- Handling	
T	XFX	Worker activity-- Physical	
T	XGX	Worker activity-- Other	
T	XHX	Worker activity-- Tending	
T	XIX	Worker activity-- Not reported	
T	YAX	Worker location-- Residence	
T	YBX	Worker location-- Farm	
T	YCX	Worker location-- Mine	
T	YDX	Worker location-- Industrial area	
T	YEX	Worker location-- Recreation area	
T	YFX	Worker location-- Street	
T	YGX	Worker location-- Public building	
T	YHX	Worker location-- Institution	
T	YIX	Worker location-- Other or not reported	
