case_code	category_code	category_text
P	OTS	Industry - Other services	
P	PAD	Public Administration	
P	PBS	Industry - Professional business services	
P	PST	Industry - Professional, scientific, and technical services	
P	RAX	Race (American Indian or Alaska native)	
P	RBX	Race (Asian)	
P	RCX	Race (Black or African American)	
P	RDX	Race (Hispanic or Latino)	
P	RET	Industry - Retail trade	
P	REX	Race (Native Hawaiian or Other Pacific Islander)	
P	RFX	Race (White)	
P	RGX	Race (Not reported)	
P	RHX	Race (Multi-race)	
P	RIX	Race (Hispanic and other)	
P	RRL	Industry - Real estate and rental leasing	
P	SAX	Source (Chemicals)	
P	SBX	Source (Containers)	
P	SCX	Source (Furniture)	
P	SDX	Source (Machinery)	
P	SEX	Source (Parts and materials)	
P	SFX	Source (Worker motion)	
P	SGX	Source (Floors)	
P	SHX	Source (Hand tools)	
P	SIX	Source (Vehicles)	
P	SJX	Source (Health care patient)	
P	SKX	Source (All other source)	
P	SLX	Source (Person, injured or ill worker)	
P	SMX	Source (Person, other than injured or ill worker)	
P	SP1	Industry - Service producing	
P	TAX	Time (12:01AM - 4:00AM)	
P	TBX	Time (4:01AM - 8:00AM)	
P	TCX	Time (8:01AM - 12Noon)	
P	TDX	Time (12:01PM - 4:00PM)	
P	TEX	Time (4:01PM - 8:00PM)	
P	TFX	Time (8:01PM - 12Midnight)	
P	TGX	Time (not reported)	
P	TRW	Industry - Transportation and warehousing	
P	TTU	Industry - Trade, transportation, and utilities	
P	UTL	Industry - Utilities	
P	WAX	Weekday (Sunday)	
P	WBX	Weekday (Monday)	
P	WCX	Weekday (Tuesday)	
P	WDX	Weekday (Wednesday)	
P	WEX	Weekday (Thursday)	
P	WFX	Weekday (Friday)	
P	WGX	Weekday (Saturday)	
P	WHT	Industry - Wholesale trade	
R	00X	All industry	
R	AAX	Age group (<14 yrs.)	
R	ABX	Age group (14 - 15 yrs.)	
R	ACX	Age group (16 - 19 yrs.)	
R	ADW	Industry - Administration and support and waste management	
R	ADX	Age group (20 - 24 yrs.)	
R	AER	Industry - Arts, entertainment, and recreation	
R	AEX	Age group (25 - 34 yrs.)	
R	AFH	Industry - Agriculture, forestry, fishing, and hunting	
R	AFS	Industry - Accommodation and food services	
R	AFX	Age group (35 - 44 yrs.)	
R	AGX	Age group (45 - 54 yrs.)	
R	AHX	Age group (55 - 64 yrs.)	
R	AIX	Age group (65+ yrs.)	
R	AJX	Age group (not reported)	
R	CON	Industry - Construction	
R	DAX	DAFW (1 day)	
R	DBX	DAFW (2 days)	
R	DCX	DAFW (3 - 5 days)	
R	DDX	DAFW (6 - 10 days)	
R	DEX	DAFW (11 - 20 days)	
R	DFX	DAFW (21 - 30 days)	
R	DGX	DAFW (31+ days)	
R	EAX	Event (Total object contact)	
R	EBX	Event (Struck by object)	
R	ECX	Event (Struck against object)	
R	EDS	Industry - Educational services	
R	EDX	Event (Caught in object)	
R	EEX	Event (Highway accident)	
R	EFX	Event (Assaults by animals)	
R	EGX	Event (Fall to lower level)	
R	EHS	Industry - Education and health services	
R	EHX	Event (Fall at same level)	
R	EIX	Event (Slips or trips)	
R	EJX	Event (Total overexertion)	
R	EKX	Event (Overexertion in lifting)	
R	ELX	Event (Repetitive motion)	
R	EMX	Event (Harmful exposure)	
R	ENX	Event (Transportation accident)	
R	ESX	Event (Fires and explosions)	
R	ETX	Event (Total assaults)	
R	EUX	Event (Assaults by person)	
R	EXX	Event (All other assaults)	
R	EYX	Event (All other events)	
R	FIA	Industry - Financial activities	
R	FIN	Industry - Finance and insurance	
R	GFX	Gender (Female)	
R	GMX	Gender (Male)	
R	GNX	Gender (Not reported)	
R	GP1	Industry - Goods producing	
R	HAS	Industry - Health care and social assistance	
R	HAX	Hours (before shift began)	
R	HBX	Hours (less than 1 hour)	
R	HCX	Hours (1 -2 hours)	
R	HDX	Hours (2 - 4 hours)	
R	HEX	Hours (4 - 6 hours)	
R	HFX	Hours (6 - 8 hours)	
R	HGX	Hours (8 - 10 hours)	
R	HHX	Hours (10 - 12 hours)	
R	HIX	Hours (12 - 16 hours)	
R	HJX	Hours (more than 16 hours)	
R	HKX	Hours (not reported)	
R	INF	Industry - Information	
R	LAX	LOS (< 3 mos.)	
R	LBX	LOS (3- 11 mos.)	
R	LCX	LOS (1 - 5 yrs.)	
R	LDX	LOS (5 yrs.)	
R	LEH	Industry - Leisure and hospitality	
R	LEX	LOS (Not reported)	
R	MCE	Industry - Management of companies and enterprises	
R	MFG	Industry - Manufacturing	
R	MIN	Industry - Mining	
R	MSD	Musculoskeletal disorders	
R	NAX	Nature (Sprain, Strains)	
R	NBX	Nature (Fractures)	
R	NCX	Nature (Cuts, lacerations, punctures)	
R	NDX	Nature (Cuts, lacerations)	
R	NEX	Nature (Bruises)	
R	NFX	Nature (Punctures)	
R	NGX	Nature (Heat burns)	
R	NHX	Nature (Chemical burns)	
R	NIX	Nature (Amputations)	
R	NJX	Nature (Carpal Tunnel Syndrome)	
R	NKX	Nature (Tendonitis)	
R	NLX	Nature (Total multiple trauma)	
R	NMX	Nature (With fractures)	
R	NNX	Nature (With sprains)	
R	NOX	Nature (Total back pain, etc)	
R	NPX	Nature (Back pain, hurt back only)	
R	NRM	Industry - Natural resources	
R	NTX	Nature (All other nature)	
R	O10	Occupation - Management, Business, and Financial Occupations (11--13)	
R	O20	Occupation - Professional and Related Occupations (15--29)	
R	O30	Occupation - Service Occupations (31--39)	
R	O41	Occupation - Sales and Related Occupations	
R	O43	Occupation - Office and Administrative Support Occupations	
R	O45	Occupation - Farming, Fishing, and Forestry Occupations	
R	O47	Occupation - Construction and Extraction Occupations	
R	O49	Occupation - Installation, Maintenance, and Repair Occupations	
R	O51	Occupation - Production Occupations	
R	O53	Occupation - Transportation and Material Moving Occupations	
R	OTS	Industry - Other services	
R	PAD	Public Administration	
R	PAX	Part (Total head)	
R	PBS	Industry - Professional business services	
R	PBX	Part (Eyes)	
R	PCX	Part (Neck)	
R	PDX	Part (Total trunk)	
R	PEX	Part (Back)	
R	PFX	Part (Shoulder)	
R	PGX	Part (Total upper)	
R	PHX	Part (Finger)	
R	PIX	Part (Hand)	
R	PJX	Part (Wrist)	
R	PKX	Part (Total lower)	
R	PLX	Part (Knee)	
R	PMX	Part (Foot, toe)	
R	PNX	Part (Body systems)	
R	POX	Part (Multiple)	
R	PPX	Part (All other part)	
R	PQX	Part (Arm)	
R	PRX	Part (Ankle)	
R	PST	Industry - Professional, scientific, and technical services	
R	RET	Industry - Retail trade	
R	RRL	Industry - Real estate and rental leasing	
R	SAX	Source (Chemicals)	
R	SBX	Source (Containers)	
R	SCX	Source (Furniture)	
R	SDX	Source (Machinery)	
R	SEX	Source (Parts and materials)	
R	SFX	Source (Worker motion)	
R	SGX	Source (Floors)	
R	SHX	Source (Hand tools)	
R	SIX	Source (Vehicles)	
R	SJX	Source (Health care patient)	
R	SKX	Source (All other source)	
R	SLX	Source (Person, injured or ill worker)	
R	SMX	Source (Person, other than injured or ill worker)	
R	SP1	Industry - Service producing	
R	TAX	Time (12:01AM - 4:00AM)	
R	TBX	Time (4:01AM - 8:00AM)	
R	TCX	Time (8:01AM - 12Noon)	
R	TDX	Time (12:01PM - 4:00PM)	
R	TEX	Time (4:01PM - 8:00PM)	
R	TFX	Time (8:01PM - 12Midnight)	
R	TGX	Time (not reported)	
R	TRW	Industry - Transportation and warehousing	
R	TTU	Industry - Trade, transportation, and utilities	
R	UTL	Industry - Utilities	
R	WAX	Weekday (Sunday)	
R	WBX	Weekday (Monday)	
R	WCX	Weekday (Tuesday)	
R	WDX	Weekday (Wednesday)	
R	WEX	Weekday (Thursday)	
R	WFX	Weekday (Friday)	
R	WGX	Weekday (Saturday)	
R	WHT	Industry - Wholesale trade	
S	00X	All industry	
S	ABX	Age group (14 - 15 yrs.)	
S	ACX	Age group (16 - 19 yrs.)	
S	ADW	Industry - Administration and support and waste management	
S	ADX	Age group (20 - 24 yrs.)	
S	AER	Industry - Arts, entertainment, and recreation	
S	AEX	Age group (25 - 34 yrs.)	
S	AFH	Industry - Agriculture, forestry, fishing, and hunting	
S	AFS	Industry - Accommodation and food services	
S	AFX	Age group (35 - 44 yrs.)	
S	AGX	Age group (45 - 54 yrs.)	
S	AHX	Age group (55 - 64 yrs.)	
S	AIX	Age group (65+ yrs.)	
S	AJX	Age group (not reported)	
S	CON	Industry - Construction	
S	DAX	DAFW (1 day)	
S	DBX	DAFW (2 days)	
S	DCX	DAFW (3 - 5 days)	
S	DDX	DAFW (6 - 10 days)	
S	DEX	DAFW (11 - 20 days)	
S	DFX	DAFW (21 - 30 days)	
S	DGX	DAFW (31+ days)	
S	EAX	Event (Total object contact)	
S	EBX	Event (Struck by object)	
S	ECX	Event (Struck against object)	
S	EDS	Industry - Educational services	
S	EDX	Event (Caught in object)	
S	EEX	Event (Highway accident)	
S	EFX	Event (Assaults by animals)	
S	EGX	Event (Fall to lower level)	
S	EHS	Industry - Education and health services	
S	EHX	Event (Fall at same level)	
S	EIX	Event (Slips or trips)	
S	EJX	Event (Total overexertion)	
S	EKX	Event (Overexertion in lifting)	
S	ELX	Event (Repetitive motion)	
S	EMX	Event (Harmful exposure)	
S	ENX	Event (Transportation accident)	
S	ESX	Event (Fires and explosions)	
S	ETX	Event (Total assaults)	
S	EUX	Event (Assaults by person)	
S	EXX	Event (All other assaults)	
S	EYX	Event (All other events)	
S	FIA	Industry - Financial activities	
S	FIN	Industry - Finance and insurance	
S	GFX	Gender (Female)	
S	GMX	Gender (Male)	
S	GNX	Gender (Not reported)	
S	GP1	Industry - Goods producing	
S	HAS	Industry - Health care and social assistance	
S	HAX	Hours (before shift began)	
S	HBX	Hours (less than 1 hour)	
S	HCX	Hours (1 -2 hours)	
S	HDX	Hours (2 - 4 hours)	
S	HEX	Hours (4 - 6 hours)	
S	HFX	Hours (6 - 8 hours)	
S	HGX	Hours (8 - 10 hours)	
S	HHX	Hours (10 - 12 hours)	
S	HIX	Hours (12 - 16 hours)	
S	HJX	Hours (more than 16 hours)	
S	HKX	Hours (not reported)	
S	INF	Industry - Information	
S	LAX	LOS (< 3 mos.)	
S	LBX	LOS (3- 11 mos.)	
S	LCX	LOS (1 - 5 yrs.)	
S	LDX	LOS (5 yrs.)	
S	LEH	Industry - Leisure and hospitality	
S	LEX	LOS (Not reported)	
S	MCE	Industry - Management of companies and enterprises	
S	MFG	Industry - Manufacturing	
S	MIN	Industry - Mining	
S	MSD	Musculoskeletal disorders	
S	NAX	Nature (Sprain, Strains)	
S	NBX	Nature (Fractures)	
S	NCX	Nature (Cuts, lacerations, punctures)	
S	NDX	Nature (Cuts, lacerations)	
S	NEX	Nature (Bruises)	
S	NFX	Nature (Punctures)	
S	NGX	Nature (Heat burns)	
S	NHX	Nature (Chemical burns)	
S	NIX	Nature (Amputations)	
S	NJX	Nature (Carpal Tunnel Syndrome)	
S	NKX	Nature (Tendonitis)	
S	NLX	Nature (Total multiple trauma)	
S	NMX	Nature (With fractures)	
S	NNX	Nature (With sprains)	
S	NOX	Nature (Total back pain, etc)	
S	NPX	Nature (Back pain, hurt back only)	
S	NRM	Industry - Natural resources	
S	NTX	Nature (All other nature)	
S	O10	Occupation - Management, Business, and Financial Occupations (11--13)	
S	O20	Occupation - Professional and Related Occupations (15--29)	
S	O30	Occupation - Service Occupations (31--39)	
S	O41	Occupation - Sales and Related Occupations	
S	O43	Occupation - Office and Administrative Support Occupations	
S	O45	Occupation - Farming, Fishing, and Forestry Occupations	
S	O47	Occupation - Construction and Extraction Occupations	
S	O49	Occupation - Installation, Maintenance, and Repair Occupations	
S	O51	Occupation - Production Occupations	
S	O53	Occupation - Transportation and Material Moving Occupations	
S	OTS	Industry - Other services	
S	PAD	Public Administration	
S	PAX	Part (Total head)	
S	PBS	Industry - Professional business services	
S	PBX	Part (Eyes)	
S	PCX	Part (Neck)	
S	PDX	Part (Total trunk)	
S	PEX	Part (Back)	
S	PFX	Part (Shoulder)	
S	PGX	Part (Total upper)	
S	PHX	Part (Finger)	
S	PIX	Part (Hand)	
S	PJX	Part (Wrist)	
S	PKX	Part (Total lower)	
S	PLX	Part (Knee)	
S	PMX	Part (Foot, toe)	
S	PNX	Part (Body systems)	
S	POX	Part (Multiple)	
S	PPX	Part (All other part)	
S	PQX	Part (Arm)	
S	PRX	Part (Ankle)	
S	PST	Industry - Professional, scientific, and technical services	
S	RAX	Race (American Indian or Alaska native)	
S	RBX	Race (Asian)	
S	RCX	Race (Black or African American)	
S	RDX	Race (Hispanic or Latino)	
S	RET	Industry - Retail trade	
S	REX	Race (Native Hawaiian or Other Pacific Islander)	
S	RFX	Race (White)	
S	RGX	Race (Not reported)	
S	RHX	Race (Multi-race)	
S	RIX	Race (Hispanic and other)	
S	RRL	Industry - Real estate and rental leasing	
S	SP1	Industry - Service producing	
S	TAX	Time (12:01AM - 4:00AM)	
S	TBX	Time (4:01AM - 8:00AM)	
S	TCX	Time (8:01AM - 12Noon)	
S	TDX	Time (12:01PM - 4:00PM)	
S	TEX	Time (4:01PM - 8:00PM)	
S	TFX	Time (8:01PM - 12Midnight)	
S	TGX	Time (not reported)	
S	TRW	Industry - Transportation and warehousing	
S	TTU	Industry - Trade, transportation, and utilities	
S	UTL	Industry - Utilities	
S	WAX	Weekday (Sunday)	
S	WBX	Weekday (Monday)	
S	WCX	Weekday (Tuesday)	
S	WDX	Weekday (Wednesday)	
S	WEX	Weekday (Thursday)	
S	WFX	Weekday (Friday)	
S	WGX	Weekday (Saturday)	
S	WHT	Industry - Wholesale trade	
T	00X	All industry	
T	AAX	Age group (<14 yrs.)	
T	ABX	Age group (14 - 15 yrs.)	
T	ACX	Age group (16 - 19 yrs.)	
T	ADW	Industry - Administration and support and waste management	
T	ADX	Age group (20 - 24 yrs.)	
T	AER	Industry - Arts, entertainment, and recreation	
T	AEX	Age group (25 - 34 yrs.)	
T	AFH	Industry - Agriculture, forestry, fishing, and hunting	
T	AFS	Industry - Accommodation and food services	
T	AFX	Age group (35 - 44 yrs.)	
T	AGX	Age group (45 - 54 yrs.)	
T	AHX	Age group (55 - 64 yrs.)	
T	AIX	Age group (65+ yrs.)	
T	AJX	Age group (not reported)	
T	CON	Industry - Construction	
T	DAX	DAFW (1 day)	
T	DBX	DAFW (2 days)	
T	DCX	DAFW (3 - 5 days)	
T	DDX	DAFW (6 - 10 days)	
T	DEX	DAFW (11 - 20 days)	
T	DFX	DAFW (21 - 30 days)	
T	DGX	DAFW (31+ days)	
T	EAX	Event (Total object contact)	
T	EBX	Event (Struck by object)	
T	ECX	Event (Struck against object)	
T	EDS	Industry - Educational services	
T	EDX	Event (Caught in object)	
T	EEX	Event (Highway accident)	
T	EFX	Event (Assaults by animals)	
T	EGX	Event (Fall to lower level)	
T	EHS	Industry - Education and health services	
T	EHX	Event (Fall at same level)	
T	EIX	Event (Slips or trips)	
T	EJX	Event (Total overexertion)	
T	EKX	Event (Overexertion in lifting)	
T	ELX	Event (Repetitive motion)	
T	EMX	Event (Harmful exposure)	
T	ENX	Event (Transportation accident)	
T	ESX	Event (Fires and explosions)	
T	ETX	Event (Total assaults)	
T	EUX	Event (Assaults by person)	
T	EXX	Event (All other assaults)	
T	EYX	Event (All other events)	
T	FIA	Industry - Financial activities	
T	FIN	Industry - Finance and insurance	
T	GFX	Gender (Female)	
T	GMX	Gender (Male)	
T	GNX	Gender (Not reported)	
T	GP1	Industry - Goods producing	
T	HAS	Industry - Health care and social assistance	
T	HAX	Hours (before shift began)	
T	HBX	Hours (less than 1 hour)	
T	HCX	Hours (1 -2 hours)	
T	HDX	Hours (2 - 4 hours)	
T	HEX	Hours (4 - 6 hours)	
T	HFX	Hours (6 - 8 hours)	
T	HGX	Hours (8 - 10 hours)	
T	HHX	Hours (10 - 12 hours)	
T	HIX	Hours (12 - 16 hours)	
T	HJX	Hours (more than 16 hours)	
T	HKX	Hours (not reported)	
T	INF	Industry - Information	
T	LAX	LOS (< 3 mos.)	
T	LBX	LOS (3- 11 mos.)	
T	LCX	LOS (1 - 5 yrs.)	
T	LDX	LOS (5 yrs.)	
T	LEH	Industry - Leisure and hospitality	
T	LEX	LOS (Not reported)	
T	MCE	Industry - Management of companies and enterprises	
T	MFG	Industry - Manufacturing	
T	MIN	Industry - Mining	
T	MSD	Musculoskeletal disorders	
T	NAX	Nature (Sprain, Strains)	
T	NBX	Nature (Fractures)	
T	NCX	Nature (Cuts, lacerations, punctures)	
T	NDX	Nature (Cuts, lacerations)	
T	NEX	Nature (Bruises)	
T	NFX	Nature (Punctures)	
T	NGX	Nature (Heat burns)	
T	NHX	Nature (Chemical burns)	
T	NIX	Nature (Amputations)	
T	NJX	Nature (Carpal Tunnel Syndrome)	
T	NKX	Nature (Tendonitis)	
T	NLX	Nature (Total multiple trauma)	
T	NMX	Nature (With fractures)	
T	NNX	Nature (With sprains)	
T	NOX	Nature (Total back pain, etc)	
T	NPX	Nature (Back pain, hurt back only)	
T	NRM	Industry - Natural resources	
T	NTX	Nature (All other nature)	
T	O10	Occupation - Management, Business, and Financial Occupations (11--13)	
T	O20	Occupation - Professional and Related Occupations (15--29)	
T	O30	Occupation - Service Occupations (31--39)	
T	O41	Occupation - Sales and Related Occupations	
T	O43	Occupation - Office and Administrative Support Occupations	
T	O45	Occupation - Farming, Fishing, and Forestry Occupations	
T	O47	Occupation - Construction and Extraction Occupations	
T	O49	Occupation - Installation, Maintenance, and Repair Occupations	
T	O51	Occupation - Production Occupations	
T	O53	Occupation - Transportation and Material Moving Occupations	
T	OTS	Industry - Other services	
T	PAD	Public Administration	
T	PAX	Part (Total head)	
T	PBS	Industry - Professional business services	
T	PBX	Part (Eyes)	
T	PCX	Part (Neck)	
T	PDX	Part (Total trunk)	
T	PEX	Part (Back)	
T	PFX	Part (Shoulder)	
T	PGX	Part (Total upper)	
T	PHX	Part (Finger)	
T	PIX	Part (Hand)	
T	PJX	Part (Wrist)	
T	PKX	Part (Total lower)	
T	PLX	Part (Knee)	
T	PMX	Part (Foot, toe)	
T	PNX	Part (Body systems)	
T	POX	Part (Multiple)	
T	PPX	Part (All other part)	
T	PQX	Part (Arm)	
T	PRX	Part (Ankle)	
T	PST	Industry - Professional, scientific, and technical services	
T	RAX	Race (American Indian or Alaska native)	
T	RBX	Race (Asian)	
T	RCX	Race (Black or African American)	
T	RDX	Race (Hispanic or Latino)	
T	RET	Industry - Retail trade	
T	REX	Race (Native Hawaiian or Other Pacific Islander)	
T	RFX	Race (White)	
T	RGX	Race (Not reported)	
T	RHX	Race (Multi-race)	
T	RIX	Race (Hispanic and other)	
T	RRL	Industry - Real estate and rental leasing	
T	SAX	Source (Chemicals)	
T	SBX	Source (Containers)	
T	SCX	Source (Furniture)	
T	SDX	Source (Machinery)	
T	SEX	Source (Parts and materials)	
T	SFX	Source (Worker motion)	
T	SGX	Source (Floors)	
T	SHX	Source (Hand tools)	
T	SIX	Source (Vehicles)	
T	SJX	Source (Health care patient)	
T	SKX	Source (All other source)	
T	SLX	Source (Person, injured or ill worker)	
T	SMX	Source (Person, other than injured or ill worker)	
T	SP1	Industry - Service producing	
T	TRW	Industry - Transportation and warehousing	
T	TTU	Industry - Trade, transportation, and utilities	
T	UTL	Industry - Utilities	
T	WAX	Weekday (Sunday)	
T	WBX	Weekday (Monday)	
T	WCX	Weekday (Tuesday)	
T	WDX	Weekday (Wednesday)	
T	WEX	Weekday (Thursday)	
T	WFX	Weekday (Friday)	
T	WGX	Weekday (Saturday)	
T	WHT	Industry - Wholesale trade	
W	00X	All industry	
W	AAX	Age group (<14 yrs.)	
W	ABX	Age group (14 - 15 yrs.)	
W	ACX	Age group (16 - 19 yrs.)	
W	ADW	Industry - Administration and support and waste management	
W	ADX	Age group (20 - 24 yrs.)	
W	AER	Industry - Arts, entertainment, and recreation	
W	AEX	Age group (25 - 34 yrs.)	
W	AFH	Industry - Agriculture, forestry, fishing, and hunting	
W	AFS	Industry - Accommodation and food services	
W	AFX	Age group (35 - 44 yrs.)	
W	AGX	Age group (45 - 54 yrs.)	
W	AHX	Age group (55 - 64 yrs.)	
W	AIX	Age group (65+ yrs.)	
W	AJX	Age group (not reported)	
W	CON	Industry - Construction	
W	DAX	DAFW (1 day)	
W	DBX	DAFW (2 days)	
W	DCX	DAFW (3 - 5 days)	
W	DDX	DAFW (6 - 10 days)	
W	DEX	DAFW (11 - 20 days)	
W	DFX	DAFW (21 - 30 days)	
W	DGX	DAFW (31+ days)	
W	EAX	Event (Total object contact)	
W	EBX	Event (Struck by object)	
W	ECX	Event (Struck against object)	
W	EDS	Industry - Educational services	
W	EDX	Event (Caught in object)	
W	EEX	Event (Highway accident)	
W	EFX	Event (Assaults by animals)	
W	EGX	Event (Fall to lower level)	
W	EHS	Industry - Education and health services	
W	EHX	Event (Fall at same level)	
W	EIX	Event (Slips or trips)	
W	EJX	Event (Total overexertion)	
W	EKX	Event (Overexertion in lifting)	
W	ELX	Event (Repetitive motion)	
W	EMX	Event (Harmful exposure)	
W	ENX	Event (Transportation accident)	
W	ESX	Event (Fires and explosions)	
W	ETX	Event (Total assaults)	
W	EUX	Event (Assaults by person)	
W	EXX	Event (All other assaults)	
W	EYX	Event (All other events)	
W	FIA	Industry - Financial activities	
W	FIN	Industry - Finance and insurance	
W	GFX	Gender (Female)	
W	GMX	Gender (Male)	
W	GNX	Gender (Not reported)	
W	GP1	Industry - Goods producing	
W	HAS	Industry - Health care and social assistance	
W	HAX	Hours (before shift began)	
W	HBX	Hours (less than 1 hour)	
W	HCX	Hours (1 -2 hours)	
W	HDX	Hours (2 - 4 hours)	
W	HEX	Hours (4 - 6 hours)	
W	HFX	Hours (6 - 8 hours)	
W	HGX	Hours (8 - 10 hours)	
W	HHX	Hours (10 - 12 hours)	
W	HIX	Hours (12 - 16 hours)	
W	HJX	Hours (more than 16 hours)	
W	HKX	Hours (not reported)	
W	INF	Industry - Information	
W	LAX	LOS (< 3 mos.)	
W	LBX	LOS (3- 11 mos.)	
W	LCX	LOS (1 - 5 yrs.)	
W	LDX	LOS (5 yrs.)	
W	LEH	Industry - Leisure and hospitality	
W	LEX	LOS (Not reported)	
W	MCE	Industry - Management of companies and enterprises	
W	MFG	Industry - Manufacturing	
W	MIN	Industry - Mining	
W	MSD	Musculoskeletal disorders	
W	NAX	Nature (Sprain, Strains)	
W	NBX	Nature (Fractures)	
W	NCX	Nature (Cuts, lacerations, punctures)	
W	NDX	Nature (Cuts, lacerations)	
W	NEX	Nature (Bruises)	
W	NFX	Nature (Punctures)	
W	NGX	Nature (Heat burns)	
W	NHX	Nature (Chemical burns)	
W	NIX	Nature (Amputations)	
W	NJX	Nature (Carpal Tunnel Syndrome)	
W	NKX	Nature (Tendonitis)	
W	NLX	Nature (Total multiple trauma)	
W	NMX	Nature (With fractures)	
W	NNX	Nature (With sprains)	
W	NOX	Nature (Total back pain, etc)	
W	NPX	Nature (Back pain, hurt back only)	
W	NRM	Industry - Natural resources	
W	NTX	Nature (All other nature)	
W	O10	Occupation - Management, Business, and Financial Occupations (11--13)	
W	O20	Occupation - Professional and Related Occupations (15--29)	
W	O30	Occupation - Service Occupations (31--39)	
W	O41	Occupation - Sales and Related Occupations	
W	O43	Occupation - Office and Administrative Support Occupations	
W	O45	Occupation - Farming, Fishing, and Forestry Occupations	
W	O47	Occupation - Construction and Extraction Occupations	
W	O49	Occupation - Installation, Maintenance, and Repair Occupations	
W	O51	Occupation - Production Occupations	
W	O53	Occupation - Transportation and Material Moving Occupations	
W	OTS	Industry - Other services	
W	PAD	Public Administration	
W	PAX	Part (Total head)	
W	PBS	Industry - Professional business services	
W	PBX	Part (Eyes)	
W	PCX	Part (Neck)	
W	PDX	Part (Total trunk)	
W	PEX	Part (Back)	
W	PFX	Part (Shoulder)	
W	PGX	Part (Total upper)	
W	PHX	Part (Finger)	
W	PIX	Part (Hand)	
W	PJX	Part (Wrist)	
W	PKX	Part (Total lower)	
W	PLX	Part (Knee)	
W	PMX	Part (Foot, toe)	
W	PNX	Part (Body systems)	
W	POX	Part (Multiple)	
W	PPX	Part (All other part)	
W	PQX	Part (Arm)	
W	PRX	Part (Ankle)	
W	PST	Industry - Professional, scientific, and technical services	
W	RAX	Race (American Indian or Alaska native)	
W	RBX	Race (Asian)	
W	RCX	Race (Black or African American)	
W	RDX	Race (Hispanic or Latino)	
W	RET	Industry - Retail trade	
W	REX	Race (Native Hawaiian or Other Pacific Islander)	
W	RFX	Race (White)	
W	RGX	Race (Not reported)	
W	RHX	Race (Multi-race)	
W	RIX	Race (Hispanic and other)	
W	RRL	Industry - Real estate and rental leasing	
W	SAX	Source (Chemicals)	
W	SBX	Source (Containers)	
W	SCX	Source (Furniture)	
W	SDX	Source (Machinery)	
W	SEX	Source (Parts and materials)	
W	SFX	Source (Worker motion)	
W	SGX	Source (Floors)	
W	SHX	Source (Hand tools)	
W	SIX	Source (Vehicles)	
W	SJX	Source (Health care patient)	
W	SKX	Source (All other source)	
W	SLX	Source (Person, injured or ill worker)	
W	SMX	Source (Person, other than injured or ill worker)	
W	SP1	Industry - Service producing	
W	TAX	Time (12:01AM - 4:00AM)	
W	TBX	Time (4:01AM - 8:00AM)	
W	TCX	Time (8:01AM - 12Noon)	
W	TDX	Time (12:01PM - 4:00PM)	
W	TEX	Time (4:01PM - 8:00PM)	
W	TFX	Time (8:01PM - 12Midnight)	
W	TGX	Time (not reported)	
W	TRW	Industry - Transportation and warehousing	
W	TTU	Industry - Trade, transportation, and utilities	
W	UTL	Industry - Utilities	
W	WHT	Industry - Wholesale trade	
