industry_code	product_code	product_name
3433	#9______A	Solar heating equipment
3433	#A       	Floor and wall furnaces, heaters, stokers, and related parts
3433	#B       	Other heating equipment, exc. electric, incl. parts for nonelectric heating
3433	#C       	Cast iron heating boilers, radiators, and convectors
3433	#M       	Miscellaneous receipts
3433	#M______A	Miscellaneous receipts
3433	#P       	Primary products
3433	#S       	Secondary products
3433	#SM      	Secondary products and miscellaneous receipts
3433	#SS      	Secondary products
3433	#SSS     	Other secondary products
3433	#Z89     	Resales
3433	3585S    	Refrigeration and electric heating equipment
344_	#        	Fabricated structural metal products
3441	#        	Fabricated structural metal
3441	#1       	Fabricated structural metal for buildings
3441	#121     	Iron and steel for industrial buildings
3441	#12101   	Industrial buildings and plants
3441	#12102   	Warehouses
3441	#122     	Iron and steel for commercial buildings
3441	#12201   	Office buildings (high-rise)
3441	#12202   	Office buildings (low-rise)
3441	#12205   	Other (low-rise)
3441	#12206   	Other commercial buildings (high-rise)
3441	#12207   	Other commercial buildings (low-rise)
3441	#123     	Iron and steel for residential buildings
3441	#12304   	Residential buildings (high-rise)
3441	#12305   	Residential buildings (low-rise)
3441	#126     	Iron and steel for sale to other companies, public (except utilities) and educational
3441	#12602   	Educational
3441	#127     	Iron and steel for public utilities
3441	#12701   	Power plants (fossil and nuclear)
3441	#128     	Iron and steel for other buildings (including rel., med., instit., and educational)
3441	#12801   	High-rise buildings
3441	#12802   	Low-rise buildings
3441	#161     	Iron and steel for field erection by own company, industrial
3441	#16101   	Industrial buildings and plants
3441	#162     	Iron and steel for field erection by own company, commercial, residential, institutional, etc.
3441	#16202   	Commercial, residential, institutional, medical, religious (low-rise)
3441	#166     	Iron and steel for field erection by own company, public, educational
3441	#173     	Iron and steel for other buildings, and aluminum for all types of buildings
3441	#2       	Fabricated structural metal for bridges, trestles, and viaducts
3441	#212     	Iron, steel, and aluminum for highways
3441	#216     	Iron, steel, and aluminum for railways
3441	#3       	Other fabricated structural metal
3441	#342     	Iron and steel for towers and supporting structures
3441	#353     	Iron and steel for offshore oil and gas platforms
3441	#358     	Other iron and steel for sale to other companies (excluding re-bars, bar joists, etc.)
3441	#359     	Iron and steel for other uses
3441	#M       	Miscellaneous receipts
3441	#MM      	Miscellaneous receipts
3441	#P       	Primary products
3441	#S       	Secondary products
3441	#SS      	Secondary products
3441	#X31     	Field erection receipts
3441	#Z89     	Resales
3442	#        	Metal doors, sash and trim
3442	#1       	Metal doors and frames, except storm doors
3442	#11      	Aluminum doors (excluding shower doors and tub enclosures)
3442	#112     	Aluminum residential doors
3442	#11216   	Sliding glass patio doors
3442	#11218   	All other residential doors, including garage
3442	#113     	Aluminum commercial and institutional doors
3442	#11323   	All other commercial and institutional doors
3442	#12      	Iron and steel doors (excluding shower doors and tub enclosures)
3442	#121     	Iron and steel industrial doors
3442	#12126   	All other industrial doors, including sliding
3442	#122     	Iron and steel residential doors
3442	#12227   	Garage doors
3442	#12229   	Insulated steel entrance doors
3442	#12231   	All other residential doors
3442	#123     	Iron and steel commercial and institutional doors
3442	#12332   	Overhead and sliding doors
3442	#12334   	Swing doors
3442	#12336   	All other commercial and institutional doors
3442	#142     	Aluminum doorframes
3442	#143     	Steel doorframes, 16 gauge and heavier
3442	#144     	Steel doorframes, lighter than 16 gauge
3442	#145     	Shower doors and tub enclosures
3442	#18      	Other metal doors, metal door frames, and shower doors and tub enclosures
3442	#2       	Metal window sash and frames, except storm sash
3442	#21      	Aluminum window sash and frames
3442	#211     	Residential aluminum window sash and frames
3442	#21121   	Single and double-hung
3442	#21122   	Awning
3442	#21124   	Horizontal sliding
3442	#21129   	All other residential window sash and frames
3442	#212     	Nonresidential aluminum window sash and frames
3442	#21241   	Single and double-hung
3442	#21245   	Projected and awning
3442	#21249   	All other nonresidential window sash and frames
3442	#22      	Steel window sash and frames, all types
3442	#221     	Steel window sash and frames, all types
3442	#3       	Metal molding and trim and storefronts
3442	#325     	Aluminum molding and trim
3442	#351     	Metal storefronts, sold complete at factory
3442	#4       	Metal combination screen, storm sash, and storm doors
3442	#411     	Metal storm sash
3442	#412     	Aluminum and steel combination screen and storm sash
3442	#413     	Aluminum and steel combination screen and storm doors
3442	#5       	Metal windows and door screens, (except combination) and metal weatherstrip
3442	#511     	Metal screen doors
3442	#512     	Metal window screens with metal frames
3442	#M       	Miscellaneous receipts
3442	#MM      	Miscellaneous receipts
3442	#P       	Primary products
3442	#S       	Secondary products
3442	#SS      	Secondary products
3443	#        	Fabricated plate work (boiler shops)
3443	#1       	Heat exchangers and steam condensers, except for nuclear applications
3443	#111     	Bare tube heat exchangers
3443	#112     	Heat exchangers, closed types, industrial
3443	#11211   	Bare tube
3443	#11215   	Fin tube
3443	#115     	Fin tube heat exchangers
3443	#151     	Steam condensers
3443	#2       	Fabricated steel plate (stacks and weldments)
3443	#211     	Fabricated steel plate for large diameter pipe
3443	#236     	Pipe, penstocks, tunnel lining, stacks, and breeching
3443	#245     	Containers (trash and other) steel plate
3443	#24515   	More than 79 gallons
3443	#251     	Weldments
3443	#297     	Weldments and fabricated steel plate for other purposes
3443	#298     	Other fabricated steel plate
3443	#299     	Other fabricated steel plate
3443	#3       	Steel power boilers, parts, and attachments (more than 15 p.s.i. steam working pressure)
3443	#31      	Water tube boilers up to 100,000 lbs./hr
3443	#34      	Fire tube boilers of all types
3443	#341     	Fire tube boilers of all types
3443	#36      	Parts/attachments for steel power boilers
3443	#362     	Parts/attachments for steel power boilers
3443	#37      	Stationary and marine power boilers
3443	#371     	Water tube
3443	#372     	Fire tube
3443	#38      	Parts and attachments for steel power boilers (sold separately)
3443	#381     	Parts and attachments for steel power boilers (sold separately)
3443	#4       	Gas cylinders
3443	#412     	Carbon steel gas cylinders
3443	#418     	All other types of gas cylinders
3443	#419     	Other gas cylinders
3443	#5       	Metal tanks, complete at factory (standard line pressure)
3443	#513     	Air receivers
3443	#515     	Other pressure tanks, including anhydrous ammonia less than 3,000 gallon capacity
3443	#515____A	Other pressure tanks, including anhydrous ammonia less than 3,000 gallon capacity
3443	#51511   	Ferrous
3443	#51513   	Nonferrous
3443	#538     	All other standard, pressure, non-LPG tanks
3443	#6       	Nuclear reactor steam supply systems
3443	#611     	Nuclear reactor steam supply systems
3443	#7       	Metal tanks, complete at factory (standard line nonpressure)
3443	#71      	Bulk storage tanks, standard, non-pressure
3443	#711     	Carbon steel storage tanks, 6000 gal and less
3443	#713     	Carbon steel storage tanks over 6000 gal
3443	#72      	Other storage tanks
3443	#73      	Storage tanks
3443	#733     	More than 4,000 gallon capacity
3443	#74      	Truck tanks for delivery of fluids
3443	#76      	Other nonpressure tanks
3443	#761     	Ferrous
3443	#763     	Nonferrous
3443	#8       	Metal tanks and vessels, custom fabricated at the factory
3443	#802     	Carbon steel customized tanks and vessels, non-LPG
3443	#80201   	Carbon steel tanks & vessels, 3/4 inch & less wall thickness
3443	#80203   	Carbon steel tanks & vessels, over 3/4 inch wallthickness
3443	#804     	All other types of customized tanks and vessels, non-LPG
3443	#80401   	All other types of tanks & vessels, 3/4 inch & less wall thickness
3443	#806     	Alloyed (except aluminum) vessels and tanks, non-LPG
3443	#81      	Pressure vessels and tanks, including process vessels, tanks, and kettles
3443	#811     	Ferrous
3443	#813     	Nonferrous
3443	#85      	All other tanks and vessels, custom fabricated at the factory
3443	#851     	Ferrous
3443	#853     	Nonferrous
3443	#9       	Metal tanks and vessels, custom fabricated and field erected
3443	#91      	Bulk storage tanks
3443	#911     	Ferrous
3443	#922     	Elevated water tanks, customized and field assembled
3443	#926     	Petroleum storage tanks, field assembled
3443	#M       	Miscellaneous receipts
3443	#P       	Primary products
3443	#S       	Secondary products
3443	#SM      	Secondary products and miscellaneous receipts
3443	#SS      	Secondary products
3444	#        	Sheet metal work
3444	#1       	Air-conditioning ducts and stove pipe
3444	#121     	Steel air-conditioning ducts, including dust collecting ducts
3444	#127     	Steel stove pipe, furnace smoke pipe, elbows
3444	#2       	Culverts, flumes, and irrigation pipes
3444	#2______A	Culverts, flumes, and irrigation pipes
3444	#213     	Steel
3444	#213____A	Steel
3444	#21301   	Culverts
3444	#215     	Aluminum
3444	#3       	Bins and vats
3444	#315     	Grain, excluding drying floors, fans, heaters
3444	#321     	Other than grain, including feed storage, all metals
3444	#4       	Metal roofing and roof drainage equipment
3444	#411     	Metal roofing, steel, all types
3444	#413     	Metal roofing, aluminum, all types
3444	#417     	Metal roofing, aluminum and other metals, all types
3444	#423     	Roof drainage equipment including eave troughs, steel
3444	#429     	Roof drainage equipment including eave troughs, aluminum
3444	#5       	Metal flooring and siding
3444	#505     	Fabricated metal flooring
3444	#516     	Metal siding, steel
3444	#517     	Metal siding, aluminum, for residential use, including mobile homes
3444	#51702   	Noninsulated
3444	#518     	Metal siding, aluminum, for other uses, including commercial, industrial, and farm
3444	#6       	Other sheet metal work
3444	#611     	Cornices, skylights, ceiling domes, copings, and gravel stops
3444	#621     	Bins and vats, grain
3444	#62101   	Farm
3444	#634     	Stovepipe, furnace smokepipe, elbows, and ducts, steel
3444	#637     	Air-conditioning ducts, including dust collecting ducts, steel
3444	#644     	Restaurant, hotel, and kitchen sheet metal equipment, steel
3444	#646     	Metal awnings, canopies, carports, and patios, prefabricated types, aluminum
3444	#651     	Soffits, fascia, and shutters, aluminum
3444	#662     	Other sheet metal work, steel
3444	#66201   	Mail collection or storage boxes
3444	#66203   	Precision sheet metal parts, not stamped
3444	#66207   	Range hoods
3444	#66208   	Casings
3444	#66209   	Other steel sheet metal work
3444	#664     	Other sheet metal work, aluminum
3444	#698     	Other sheet metal work of metals other than steel or aluminum
3444	#7       	Metal awnings, canopies, cornices, and soffits
3444	#725     	Awnings, canopies, carports, patios, aluminum
3444	#731     	Cornices, skylights, domes, copings, etc., steel and aluminum
3444	#741     	Soffits, fascia, and shutters, steel and aluminum
3444	#8       	Electronic enclosures
3444	#811     	Computer and peripheral equipment, steel
3444	#813     	Computer and peripheral equipment, aluminum
3444	#819     	Other electronic enclosures (excluding computer), steel and aluminum
3444	#9       	Other sheet metal work
3444	#931     	Roof ventilators
3444	#941     	Louvers and dampers for heating, ventilation, and a-c, steel and aluminum
3444	#953     	Restaurant and hotel kitchen sheet metal equipment, steel
3444	#962     	Other sheet metal work, steel
3444	#965     	Other sheet metal work, aluminum
3444	#998     	Other sheet metal work, metals other than steel or aluminum
3444	#M       	Miscellaneous receipts
3444	#P       	Primary products
3444	#S       	Secondary products
3444	#SS      	Secondary products
3444	#XY9     	Contract work and other miscellaneous receipts
3444	#Z89     	Resales
3446	#        	Architectural and ornamental metal work
3446	#1       	Architectural and ornamental metalwork
3446	#11      	Warm air or air conditioning grilles, registers and air diffusers
3446	#111     	Iron and steel
3446	#113     	Aluminum
3446	#13      	Stairs
3446	#131     	Industrial class
3446	#133     	Service class
3446	#135     	Commercial class
3446	#137     	Architectural class
3446	#14      	Railings
3446	#143     	Steel, excluding stainless steel
3446	#144     	Iron and stainless steel
3446	#149     	Other metals, including combinations of metals and other materials
3446	#15      	Grating and grating treads
3446	#151     	Steel grating and grating treads
3446	#15111   	Welded grating
3446	#15115   	Other grating
3446	#152     	Aluminum grating and grating treads
3446	#16      	Framing material for walls and ceilings ( load and non-load bearing studs)
3446	#18      	Scaffolding and shoring
3446	#181     	Scaffolding
3446	#18111   	Iron and steel
3446	#19      	Other architectural and ornamental metalwork
3446	#192     	Fences, gates and posts
3446	#19211   	Iron and steel
3446	#193     	Window guards
3446	#199     	Other architectural and ornamental metalwork
3446	#19912   	Iron and stainless steel
3446	#19913   	Steel, excluding stainless steel
3446	#19914   	Other metals
3446	#19915   	Stainless steel
3446	#19917   	Aluminum
3446	#2       	Stairs, railings, fences, and gates (other than wire)
3446	#213     	Stairs, staircases, and fire escapes
3446	#214     	Fences, gates, railings, and window guards
3446	#3       	Open flooring, grating, and studs
3446	#4       	Scaffolding, shoring, and forming for concrete work
3446	#5       	Other architectural and ornamental metal work
3446	#511     	Iron and steel
3446	#512     	Aluminum and metals other than iron and steel
3446	#A       	Grilles, registers, and air diffusers
3446	#M       	Miscellaneous receipts
3446	#P       	Primary products
3446	#S       	Secondary products
3446	#SS      	Secondary products
3446	#SSS     	Other secondary products
3446	#XY9     	Contract work and other miscellaneous receipts
3446	#Z89     	Resales
3446	3441S    	Fabricated structural metal
3446	3442S    	Metal doors, sash and trim
3446	3444S    	Sheet metalwork
3448	#        	Prefabricated metal buildings
3448	#1       	Prefabricated metal building systems (excluding farm service bldgs. & residential buildings)
3448	#115     	Industrial and commercial
3448	#11512   	Industrial
3448	#11514   	Commercial
3448	#118     	Institutional, medical, religious, public & educational
3448	#118____A	Institutional, medical, religious, public & educational
3448	#2       	Other prefabricated and portable metal buildings and parts
3448	#214     	Grain storage buildings, including farm and commercial types, steel and aluminum
3448	#215     	Other farm service bldgs., steel and aluminum, excl. wood frame bldgs
3448	#221     	Small utility bldgs., incl. tool sheds, cabanas, storage houses, etc., steel and aluminum
3448	#22117   	Steel
3448	#224     	Other prefabricated metal buildings
3448	#235     	Dwellings and other non-farm bldgs. incl vacation homes, etc.; steel and aluminum
3448	#23516   	Aluminum
3448	#23518   	Steel
3448	#254     	Panels, parts, or sections for prefab bldgs., not sold as a complete unit, steel & aluminum
3448	#M       	Miscellaneous receipts
3448	#P       	Primary products
3448	#S       	Secondary products
3448	#SS      	Secondary products
3449	#        	Miscellaneous structural metal work
3449	#4       	Bar joists and fabricated concrete reinforcing bars
3449	#443     	Short span open-web joists
3449	#447     	All long span joists
3449	#452     	Fabricated concrete reinforcing bars
3449	#5       	Other miscellaneous metal building materials and curtain wall
3449	#511     	Expanded metal lath
3449	#532     	Metal plaster base accessories, including corner beads, screeds, grounds, etc.
3449	#6       	Custom roll form products
3449	#611     	Carbon steel
3449	#614     	Other steel
3449	#8       	Custom roll form products
3449	#M       	Miscellaneous receipts
3449	#P       	Primary products
3449	#S       	Secondary products
3449	#SS      	Secondary products
345_	#        	Screw machine products, and bolts, nuts, screws, rivets, and washers
3451	#        	Screw machine products
3451	#1       	Automotive screw machine products
3451	#2       	Other screw machine products
3451	#222     	Aircraft
3451	#223     	Ordnance
3451	#242     	Household appliances, including radio and television
3451	#252     	Electric and electronic equipment, except household appliances
3451	#262     	Machinery
3451	#298     	All other end uses, including ordnance
3451	#M       	Miscellaneous receipts
3451	#P       	Primary products
3451	#S       	Secondary products
3451	#SS      	Secondary products
3452	#        	Bolts, nuts, screws, rivets, and washers
3452	#4       	Externally threaded metal fasteners, except aircraft
3452	#411     	Mine roof bolts
3452	#412     	Hex bolts, including heavy, tap-and-joint, excluding high strength structural
3452	#413     	Square and round bolts and plow numbers 3, 4, 6, 7, and track
3452	#416     	High-strength structural and bent bolts
3452	#419     	other metal bolts, incl. square, round, plow, high-strength structural & bent
3452	#421     	Studs
3452	#432     	Flanged, self-locking, set, and wood screws
3452	#433     	Flanged, self-locking, set, lag, and wood screws
3452	#434     	Cap screws, 1/4 in. diameter and above
3452	#436     	Cap screws
3452	#437     	Machine screws
3452	#439     	Cap, set, machine, lag, flange, and self-locking screws
3452	#441     	Thread-forming tapping screws
3452	#442     	Thread-cutting, self-drilling, and thread-rolling screws
3452	#445     	tapping screws incl flat, hex, oval & pan; wood screws incl flat, oval & round
3452	#469     	Other externally threaded fasteners, except aircraft
3452	#489     	Other externally threaded metal fasteners, including studs
3452	#5       	Internally threaded fasteners, exc aircraft
3452	#501     	Square, sheet metal, weld, wing, and cage nuts
3452	#502     	Hex nuts
3452	#511     	Locknuts: prevailing torque and free spinning
3452	#539     	Other internally threaded fasteners, including all nonmetallic
3452	#6       	Nonthreaded fasteners, exc. aircraft
3452	#601     	Solid rivets, all sizes
3452	#603     	Tubular, split, and blind rivets
3452	#621     	Pins, machine type
3452	#631     	Washers, all types
3452	#649     	Other nonthreaded fasteners, including all nonmetallic
3452	#7       	Aircraft/aerospace fasteners
3452	#701     	Bolts, all KSI tensile
3452	#711     	Screws, all types
3452	#712     	Screws, all types, and studs, all types
3452	#731     	Nuts, all types
3452	#761     	Washers, all types
3452	#762     	Rivets, all types
3452	#763     	Pins, all types
3452	#8       	other formed fasteners incl auto, hshd, aircraft, & ordnance (not plastic)
3452	#811     	Automotive
3452	#811____A	Automotive
3452	#831     	Other aircraft
3452	#898     	All other, including ordnance
3452	#M       	Miscellaneous receipts
3452	#MM      	Miscellaneous receipts
3452	#P       	Primary products
3452	#S       	Secondary products
3452	#SM      	Secondary products and miscellaneous receipts
3452	#SS      	Secondary products
346_	#        	Metal forgings and stampings
3462	#        	Iron and steel forgings
3462	#5       	Hot impression die impact, press and upset ferrous forgings
3462	#511     	Carbon steel
3462	#513     	Alloy steel, except stainless and high-temperature
3462	#515     	Stainless steel
3462	#517     	High-temperature iron, nickel and cobalt-base alloys
3462	#517____A	High-temperature iron, nickel and cobalt-base alloys
3462	#6       	Cold impression die impact, press and upset ferrous forgings
3462	#611     	Carbon steel
3462	#7       	Seamless rolled-ring ferrous forgings
3462	#711     	Carbon steel
3462	#717     	High-temperature iron, nickel and cobalt-base alloys
3462	#8       	Open die or smith (hammer or press) ferrous forgings
3462	#811     	Carbon steel
3462	#813     	Alloy steel, except stainless and high-temperature
3462	#815     	Stainless steel
3462	#9       	Other ferrous forgings
3462	#911     	Other ferrous forgings
3462	#P       	Primary products
3462	#S       	Secondary products
3462	#SS      	Secondary products
3463	#        	Nonferrous forgings
3463	#1       	Other nonferrous forgings, inc. cold impres sion die impact and seamless rolled
3463	#5       	Hot impression die impact, press and upset nonferrous forgings
3463	#521     	Aluminum and aluminum alloy
3463	#523     	Titanium and titanium alloy
3463	#525     	Copper and copper alloy
3463	#527     	Other nonferrous hot impression die forgings
3463	#529     	Other nonferrous hot impression die forgings
3463	#6       	Cold impression die impact, press and upset nonferrous forgings
3463	#621     	Aluminum and aluminum alloy
3463	#8       	Open die or smith (hammer or press) nonferrous forgings
3463	#821     	Aluminum and aluminum alloy
3463	#9       	Other nonferrous forgings
3463	#921     	Other nonferrous forgings
3463	#P       	Primary products
3463	#S       	Secondary products
3465	#        	Automotive stampings
3465	#1       	Original equipment automotive stampings
3465	#101     	Body panels
3465	#102     	Chassis parts and other original equipment automotive  stampings
3465	#111     	Passenger car stampings
3465	#11111   	Body panels
3465	#11112   	Chassis parts
3465	#113     	Truck and bus stampings
3465	#11313   	Body panels
3465	#11314   	Chassis parts
3465	#3       	Replacement part automotive stampings
3465	#311     	Passenger car stampings
3465	#P       	Primary products
3465	#S       	Secondary products
3465	#SS      	Secondary products
3466	#        	Metal crowns and closures
3466	#1       	Metal commercial closures
3466	#103     	Screw-on, thread or lug type
3466	#10331   	Tin mill
3466	#142     	Metal caps (vacuum)
3466	#14244   	Continuous thread
3466	#189     	All other metal commercial closures
3466	#3       	Other metal closures
3466	#364     	All other metal closures,(roll-ons,snips,tabs,etc.)
3466	#36411   	Soft drink
3466	#4       	Metal crowns
3466	#415     	Soft drink containers
3466	#41517   	Conventional type
3466	#418     	Beer containers
3466	#41822   	Conventional type
3466	#P       	Primary products
3469	#        	Metal stampings, n.e.c.
3469	#2       	Job stampings, except automotive
3469	#201     	Recreational vehicle stampings ( motor homes, travel trailers, etc. )
3469	#205     	Motor and generator stampings
3469	#211     	Aviation stampings
3469	#215     	Agricultural equipment stampings
3469	#225     	Electrical equipment stampings, except refrigerator and laundry
3469	#231     	Furniture stampings
3469	#241     	Office machine stampings
3469	#251     	Radio, television and phonograph stampings
3469	#261     	Refrigerator stampings
3469	#271     	Stove, heater and air conditioner stampings
3469	#289     	Other industrial equipment stampings
3469	#298     	Other job stampings
3469	#4       	Stamped and spun utensils, cooking and kitchen, aluminum
3469	#411     	Top of range household utensils
3469	#414     	Bakeware, pantryware and miscellaneous household utensils
3469	#5       	Stamped and spun utensils, cooking and kitchen, except aluminum
3469	#511     	Top of range household utensils, stainless steel
3469	#514     	Bakeware, pantryware and miscellaneous household utensils, stainless steel
3469	#515     	Other utensils, including commercial, hospital and outdoor, stainless steel
3469	#598     	Other stamped and spun utensils, cooking and kitchen, including vitreous enamel
3469	#9       	Other stamped and pressed metal end products
3469	#998     	Other stamped and pressed metal end products
3469	#M       	Miscellaneous receipts
3469	#P       	Primary products
3469	#S       	Secondary products
3469	#SS      	Secondary products
347_	#        	Coating, engraving, and allied services
3471	#        	Metal plating and polishing
3471	#1       	Metal plating and polishing
3471	#101     	Electroplating-rack
3471	#102     	Electroplating-barrel
3471	#103     	Engineering plating - hard chrome, hard nickel
3471	#104     	Anodizing
3471	#10431   	Hard coat anodizing
3471	#10432   	Other anodizing
3471	#105     	Mechanical surface preparation
3471	#10541   	Polishing and buffing
3471	#10543   	Other surface finishing
3471	#106     	Other plating
3471	#107     	Other plating including reel to reel continuous plating
3471	#10751   	Reel to reel continuous plating
3471	#10752   	Other plating
3471	#M       	Miscellaneous receipts
3471	#P       	Primary products
3471	#S       	Secondary products
3471	#SS      	Secondary products
3471	#XY9     	Contract work and other miscellaneous receipts
3479	#        	Metal coating and allied services
3479	#1       	Etching, engraving, coating and allied services
3479	#101     	Etching and engraving metal nameplates
3479	#102     	Other etching and engraving
3479	#103     	Galvanizing and other hot dip coating
3479	#10311   	Sheet and strip galvanizing
3479	#10312   	After fabrication galvanizing, excluding all steel company operations
3479	#10313   	Other galvanizing
3479	#10314   	Hot dip coating other than zinc
3479	#104     	Organic coatings
3479	#10421   	Coil coating
3479	#10422   	Spray coating, including electrostatic coating
3479	#10423   	All other organic coating
3479	#105     	All other metal coating or allied services
3479	#11      	Etching and engraving, incl. etching and engraving nameplates
3479	#12      	Metal coating
3479	#121     	Galvanizing and other hot dip coatings
3479	#122     	Organic coatings, enamels and lacquers, incl. alkyds, plastics, etc.
3479	#12212   	Liquid spray coating, incl electrostatic coating
3479	#12213   	Powder coating, incl. electrostatic and fluidized bed
3479	#12214   	All other organic coatings, incl curtain coating and wash coating
3479	#123     	Inorganic coatings, incl. porcelain coatings
3479	#M       	Miscellaneous receipts
3479	#P       	Primary products
3479	#S       	Secondary products
3479	#SS      	Secondary products
348_	#        	Ordnance and accessories, except vehicles and guided missiles
3482	#        	Small arms ammunition, 30mm and under
3482	#1       	Cartridges for small firearms (rifles and sidearms)
3482	#111     	Cartridges for small firearms (rifle and sidearms)
3482	#112     	Rimfire rifle/pistol
3482	#113     	Centerfire/rifle
3482	#114     	Centerfire pistols, including cartridges
3482	#11441   	Shipped to government (Federal, State, and local)
3482	#11449   	Other shipments
3482	#2       	Shotgun shells
3482	#3       	Ammunition components
3482	#369     	Wads, shot cases (primed or unprimed), bullets, bullet jackets and cases
3482	#398     	All other ammunition products
3482	#411     	Ammunition components
3482	#511     	All other small arms ammunition products
3482	#M       	Miscellaneous receipts
3482	#P       	Primary products
3482	#S       	Secondary products
3483	#        	Ammunition, except for small arms
3483	#1       	Artillery ammunition and component parts, over 30mm (or 1.18 inches)
3483	#111     	Complete rounds, loaded
3483	#135     	Steel cases only
3483	#151     	Projectile metal parts
3483	#171     	Artillery component parts
3483	#17111   	Primers
3483	#17114   	Fuses
3483	#17119   	Other
3483	#3       	Ammunition, except for small arms, n.e.c.
3483	#311     	Bombs
3483	#331     	Rockets (other than guided missiles) and parts
3483	#341     	Other ammunition and ammunition parts, n.e.c., except small arms
3483	#P       	Primary products
3483	#S       	Secondary products
3484	#        	Small arms, 30 mm and under
3484	#2       	Pistols and revolvers
3484	#201     	Centerfire pistols and revolvers
3484	#202     	Rimfire pistols and revolvers
3484	#3       	Rifles
3484	#301     	Centerfire rifles
3484	#30121   	Semiautomatic centerfire rifles
3484	#30122   	Bolt repeater centerfire rifles
3484	#30123   	Lever repeater and all other centerfire rifles
3484	#4       	Shotguns
3484	#401     	Repeating shotguns
3484	#5       	Other small arms
3484	#501     	Other small arms
3484	#6       	Parts and attachments for small arms
3484	#601     	Parts and attachments for small arms
3484	#7       	Small arms shipped to U.S. military
3484	#7______A	Small arms shipped to U.S. military
3484	#702     	Machine guns, shipped to U.S. military
3484	#704     	Parts and attachments shipped to U.S military
3484	#P       	Primary products
3484	#S       	Secondary products
3489	#        	Ordnance and accessories n.e.c.
3489	#1       	Guns, howitzers, mortars and related equipment
3489	#103     	Parts and other related equipment for heavy weapons
3489	#2       	Ordnance & access. n.e.c., incl rocket launchers, torpedo tubes, flame throwers & their parts
3489	#201     	Ordnance & access., n.e.c., incl rocket launchers, torpedo tubes, flame throwers & their parts
3489	#20121   	Ordnance and accessories, n.e.c., and their parts - domestic sales
3489	#P       	Primary products
3489	#S       	Secondary products
3489	#SS      	Secondary products
349_	#        	Miscellaneous fabricated metal products
3491	#        	Industrial valves
3491	#1       	Gates, globes, angles, straightway (y-type) checks, stop and check, cross, etc.
3491	#111     	Iron body, including ductile or modular, all pressures (excl. IBBM, AWWA, UL)
3491	#113     	Carbon steel
3491	#11304   	Cast carbon steel
3491	#11305   	Forged carbon steel
3491	#115     	Alloy steel and other metals
3491	#117     	Brass and bronze (125 lb w.s.p. or more)
3491	#2       	Valves for water works and municipal equipment (ibbw, awwa, and ul)
3491	#211     	IBBM gate line and tapping valves
3491	#212     	UL valves (all pressures)
3491	#214     	Fire hydrants
3491	#215     	AWWA valves (all pressures)
3491	#21502   	Butterfly valves
3491	#3       	Ball valves (all metals, pressures, and types)
3491	#313     	Brass and bronze
3491	#315     	Carbon steel (cast and fabricated)
3491	#317     	Alloy steel and other metals
3491	#4       	Butterfly valves (all metals, pressures, and types)
3491	#411     	Industrial types, incl. elastomer and fluroplastic lined
3491	#41101   	Iron (including ductile)
3491	#41105   	Carbon steel (cast and fabricated)
3491	#5       	Plug valves (all metals, pressures, and types)
3491	#511     	Iron (including ductile)
3491	#513     	Carbon steel
3491	#515     	Alloy steel and other metals
3491	#6       	Industrial valves, n.e.c.
3491	#611     	Cocks and stops, all metals, pressures and types
3491	#613     	Diaphragm and pinch valves, including operators, all metals, pressures, and types
3491	#615     	Pop safety valves and relief valves (more than 15 lb w.s.p.)
3491	#61501   	Iron and steel
3491	#61502   	Brass and bronze
3491	#617     	Compressed gas cylinder valves
3491	#619     	Steam traps (more than 15 lb w.s.p.)
3491	#623     	Power actuators (sold separately)
3491	#62301   	Pneumatic actuation
3491	#625     	Other metal valves (excl. control valves, regulators, and solenoid valves)
3491	#7       	Nuclear valves (n-stamp only)
3491	#8       	Automatic valves (regulating and control type) and parts (except nuclear)
3491	#831     	Pneumatic actuated
3491	#8311    	Sliding stem valves
3491	#83111   	Globe body
3491	#83112   	All other body types
3491	#8313    	Rotary valves
3491	#83133   	Ball valves
3491	#83134   	Butterfly valves
3491	#841     	All other actuation, including electric-actuated and electri-hydraulic actuated
3491	#8411    	Sliding stem valves
3491	#84111   	Globe body
3491	#8414    	All other power-operated (except pneumatic) control valves
3491	#872     	Self-contained direct actuated pressure regulators (exc. instrument type & safety relief)
3491	#873     	Pilot (internal and external) actuated pressure regulators
3491	#875     	Flow regulators for gas, vapors, or liquids
3491	#8A      	Automated control valves (designed for modulating (throttling) service)
3491	#8B      	Regulator Valves
3491	#9       	Solenoid-operated valves and parts, except nuclear and fluid power transfer
3491	#95      	Commercial/Industrial types
3491	#956     	Two-way
3491	#M       	Miscellaneous receipts
3491	#MM      	Miscellaneous receipts
3491	#P       	Primary products
3491	#S       	Secondary products
3491	#Z89     	Resales
3492	#        	Fluid power valves and hose fittings
3492	#1       	Hydraulic valves, all pressures, non-aerospace type
3492	#111     	Directional control (two, three, and four-way)
3492	#113     	Pressure control
3492	#115     	Volume flow control
3492	#122     	Other, including logic
3492	#2       	Pneumatic valves, non-aerospace type
3492	#211     	Directional control
3492	#21113   	Solenoid-operated
3492	#231     	Pressure control
3492	#23115   	Other-pressure control valves
3492	#271     	Other, including logic and combination
3492	#3       	Hydraulic and pneumatic valves, aerospace type
3492	#31      	Hydraulic valves, aerospace type
