provision_code	provision_text	display_level	selectable	sort_sequence
D14	Paid sick days by length of service after twenty yrs	3	F	55	
E01	Nonproduction bonuses	0	F	1	
F01	Life insurance plans	0	F	1	
F02	Life insurance: ee contrib. requirement	1	F	5	
F03	Life insurance: Method of benefit payment	1	F	8	
F04	Life insurance: Fixed multiple of annual earnings benefit formulas	2	F	10	
F05	Life insurance: Fixed multiple of annual earnings amount	2	F	13	
F06	Life insurance: Fixed multiple of annual earnings maximum benefit amount	2	F	19	
F07	Life insurance: Maximum benefit amount	3	F	22	
F08	Life insurance: Flat dollar amount	2	F	30	
G01	All health care plans	0	F	1	
G02	Health care: Share of prems paid by er and ee	1	F	5	
G03	Health care: Single coverage share of prems	2	F	6	
G04	Health care: Family coverage share of prems	2	F	9	
G05	Medical care plans	1	F	12	
G06	Medical care: er and ee prems	2	F	16	
G07	Medical care: Single coverage er and ee prems	3	F	17	
G08	Medical care: Single coverage ee contrib. not req.	4	F	20	
G09	Medical care: Single coverage ee contrib. req.	4	F	23	
G10	Medical care: Single coverage type of contrib.	5	F	27	
G11	Medical care: Single coverage type of contrib. (Flat dollar amount)	6	F	29	
G12	Medical care: Single coverage flat dollar amount ee contributions	7	F	32	
G13	Medical care: Single coverage type of contrib. (Composite rate)	6	F	38	
G14	Medical care: Single coverage type of contrib. (Varies)	6	F	41	
G15	Medical care: Single coverage type of contrib. (Flexible benefits)	6	F	44	
G16	Medical care: Single coverage type of contrib. (% of earnings)	6	F	47	
G17	Medical care: Single coverage type of contrib. (Exists, but unknown)	6	F	50	
G18	Medical care: Single coverage type of contrib. (Other)	6	F	53	
G19	Medical care: Single coverage share of prems paid by er and ee	4	F	56	
G20	Medical care: Family coverage er and ee prems	3	F	59	
G21	Medical care: Family coverage ee contrib. not req.	4	F	62	
G22	Medical care: Family coverage ee contrib. req.	4	F	65	
G23	Medical care: Family coverage type of contrib.	5	F	69	
G24	Medical care: Family coverage type of contrib. (Flat dollar amount)	6	F	71	
G25	Medical care: Family coverage flat dollar amount ee contributions	7	F	74	
G26	Medical care: Family coverage type of contrib. (Composite rate)	6	F	80	
G27	Medical care: Family coverage type of contrib. (Varies)	6	F	83	
G28	Medical care: Family coverage type of contrib. (Flexible benefits)	6	F	86	
G29	Medical care: Family coverage type of contrib. (% of earnings )	6	F	89	
G30	Medical care: Family coverage type of contrib. (Exists, but unknown)	6	F	92	
G31	Medical care: Family coverage type of contrib. (Other)	6	F	95	
G32	Medical care: Family coverage share of prems paid by er and ee	4	F	98	
G33	Dental care plans	1	F	101	
G34	Vision care plans	1	F	105	
G35	Outpatient prescription drug coverage	1	F	109	
H01	Short-term disability plans	0	F	1	
H02	Short-term disability: Method of funding	1	F	5	
H03	Short-term disability: ee contrib. requirement	1	F	10	
H04	Short-term disability: Method of payment	1	F	13	
H05	Flat dollar amount benefit per week	2	F	15	
H06	Short-term disability: Fixed % of earnings	2	F	23	
H07	Short-term disability: % of ees w/ fixed % of annual earnings	3	F	24	
H08	Short-term disability: Maximum benefit	3	F	33	
H09	Short-term disability: Maximum weekly benefit amount	4	F	35	
H10	Short-term disability: Duration of benefits	1	F	44	
H11	Short-term disability: Fixed duration of weeks	2	F	46	
I01	Defined benefit retirement plans	0	F	1	
I02	Defined benefit retirement plans: ee contrib. requirement and method of contrib.	1	F	6	
I03	Defined benefit retirement plans: Fixed % of annual earnings	2	F	8	
I04	Defined benefit retirement plans: Open and frozen plans	1	F	13	
I05	Defined benefit frozen retirement plans: Benefit accrual	2	F	21	
I06	Defined benefit frozen retirement plans: Selected attributes	2	F	25	
I07	Defined benefit frozen retirement plans: Plan alternatives	2	F	29	
I08	Defined benefit frozen retirement plans: Alternatives to frozen plans	3	F	31	
I09	Defined benefit retirement plans: Open, soft and hard freeze plans	1	F	16	
I10	Defined benefit retirement plans: Soft freeze	2	F	17	
J01	Defined contrib. retirement plans	0	F	1	
J02	Defined contrib. retirement plans: ee contrib. requirement	1	F	5	
J03	Defined contrib. retirement plans: ee contrib. option	1	F	8	
K01	All retirement benefit plans	0	F	1	
K02	Retirement benefits combinations: Access	0	F	5	
L01	Long-term disability plans	0	F	1	
L02	Long-term disability plans: ee contrib. requirement	1	F	5	
L03	Long-term disability plans: Method of payment	1	F	8	
L04	Long-term disability plans: Fixed % of earnings	2	F	10	
L05	Long-term disability plans: % of annual earnings	3	F	13	
L06	Long-term disability plans: Maximum fixed % of annual earnings	3	F	19	
L07	Long-term disability plans: Maximum monthly fixed % of annual earnings amount	4	F	21	
M01	Leave benefits: Access	0	F	1	
M02	Family leave	1	F	6	
M03	Quality of life benefits - Access	0	F	9	
M04	Retiree health care benefits	0	F	17	
M05	Financial benefits: Access	0	F	20	
M06	Section 125 cafeteria benefits	1	F	23	
M07	Stock options - Access	0	F	27	
N01	% of establishments offering benefits	0	F	1	
N02	% of establishments offering retirement benefits	1	F	4	
P01	Unmarried Domestic Partner Benefits	0	F	1	
R01	Defined contribution plan type: Deferred profit sharing	2	T	446	
R02	Defined contribution plan type: Employee stock ownership	2	T	447	
R03	Defined contribution plan type: Money purchase pension	2	T	448	
R05	Defined contribution plan type: Savings and thrift	2	T	450	
R06	Defined contribution plan type: Savings incentive match plan (SIMPLE)	2	T	451	
R08	Deferred profit-sharing plans: Annuity available	4	T	453	
R09	Deferred profit-sharing plans: Annuity available not determinable	4	T	454	
R10	Deferred profit-sharing plans: Annuity not available	4	T	455	
R11	Deferred profit-sharing plans: Employee contributions allowed	3	T	456	
R12	Deferred profit-sharing plans: Employee contributions not allowed	3	T	463	
R13	Deferred profit-sharing plans: Employer contributions method not determinable	3	T	465	
R14	Deferred profit-sharing plans: Employer contributions not based on pre-determined formula	3	T	466	
R15	Deferred profit-sharing plans: With emplyee contributions allowed not determinable	4	T	464	
R16	Deferred profit-sharing plans: With pre-tax employee contributions allowed not determinable	4	T	459	
R17	Deferred profit-sharing plans: With post-tax employee contributions allowed	4	T	460	
R18	Deferred profit-sharing plans: With post-tax employee contributions not allowed	4	T	461	
R19	Deferred profit-sharing plans: With post-tax employee contributions not determinable	4	T	462	
R20	Deferred profit-sharing plans: With pre-tax employee contributions allowed	4	T	457	
R22	Money purchase pension plans: With annuity availability not determinable	3	T	469	
R23	Money purchase pension plans: With annuity available	3	T	467	
R24	Money purchase pension plans: With annuity not available	3	T	468	
R25	Money purchase pension plans: With employee contributions allowed	3	T	470	
R26	Money purchase pension plans: With no employee contributions not allowed	3	T	477	
R27	Money purchase pension plans: With employee contributions not determinable	3	T	478	
R28	Money purchase pension plans: Employer contributions as fixed percent of earnings	3	T	479	
R29	Money purchase pension plans: Employer contributions as fixed percent of earnings (10th percentile)	4	T	480	
R30	Money purchase pension plans: Employer contributions as fixed percent of earnings (25th percentile)	4	T	481	
R31	Money purchase pension plans: Employer contributions as fixed percent of earnings (50th percentile-median)	4	T	482	
R32	Money purchase pension plans: Employer contributions as fixed percent of earnings (75th percentile)	4	T	483	
R33	Money purchase pension plans: Employer contributions as fixed percent of earnings (90th percentile)	4	T	484	
R34	Money purchase pension plans: Employer contributions, other	3	T	485	
R35	Money purchase pension plans: With post-tax employee contributions allowed	4	T	474	
R36	Money purchase pension plans: With no post-tax employee contributions allowed	4	T	475	
R37	Money purchase pension plans: With post-tax employee contributions not determinable	4	T	476	
R38	Money purchase pension plans: With pre-tax employee contributions allowed	4	T	471	
R40	Money purchase pension plans: With pre-tax employee contributions not determinable	4	T	473	
R41	Money purchase pension plans: Maximum employee contributions as a percent of earnings up to Internal Revenue Code limit	3	T	607	
R42	Money purchase pension plans: Maximum employee contributions, any amount up to Internal Revenue Code limit	3	T	608	
R44	Money purchase pension plans: Method of employer contributions is percent of earnings varies	3	T	610	
R45	Money purchase pension plans: Method of employer contributions is flat amount	3	T	611	
R50	Money purchase pension plans: Maximum employee contributions, percent of earnings (10th percentile)	4	T	643	
R51	Money purchase pension plans: Maximum employee contributions, percent of earnings (25th percentile)	4	T	644	
R52	Money purchase pension plans: Maximum employee contributions, percent of earnings (50th percentile-median)	4	T	645	
R53	Money purchase pension plans: Maximum employee contributions, percent of earnings (75th percentile)	4	T	646	
R54	Money purchase pension plans: Maximum employee contributions, percent of earnings (90th percentile)	4	T	647	
S01	Savings and thrift: Pre-tax contribution	2	T	486	
S02	Savings and thrift: Post-tax contribution	2	T	487	
S03	Savings and thrift: Immediate full vesting	3	T	488	
S04	Savings and thrift: Cliff vesting	3	T	489	
S05	Savings and thrift: Graded vesting	3	T	490	
S06	Savings and thrift: Vesting requirement not determinable	3	T	491	
S07	Savings and thrift: With minimum age or service eligibility requirement	3	T	492	
S08	Savings and thrift: Eligibility requirement, median age requirement (in years)	4	T	493	
S09	Savings and thrift: Eligibility requirement, median service requirement (in months)	4	T	494	
S10	Savings and thrift: With no minimum age or service eligibility requirement	3	T	495	
S11	Savings and thrift: Eligibility requirements not determinable	3	T	496	
S12	Savings and thrift: Maximum employee contributions not determinable	4	T	497	
S13	Savings and thrift: Method of employer matching contributions not determinable	4	T	498	
S14	Savings and thrift: Annuity available	2	T	499	
S15	Savings and thrift: Method of distribution of retirement benefits, installments	3	T	500	
S16	Savings and thrift: Method of distribution of retirement benefits, lump sum distribution of benefit	3	T	501	
S17	Savings and thrift: Method of distribution of retirement benefits, other	3	T	502	
S18	Savings and thrift: Method of distribution of retirement benefits, not determinable	3	T	503	
S19	Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (10th percentile)	4	T	504	
S1C	Savings and thrift: Investment choice for employee funds not determinable	4	T	625	
S1P	Savings and thrift: Method of employer contribution is percent varies by employee contribution	3	T	638	
S1S	Savings and thrift: Method of employer contribution is other	3	T	641	
S1T	Savings and thrift: Maximum employee contributions, mean percent of earnings up to Internal Revenue Code	4	T	642	
S20	Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (25th percentile)	4	T	505	
S21	Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (50th percentile-median)	4	T	506	
S22	Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (75th percentile)	4	T	507	
S23	Savings and thrift: Maximum employee contribution matched by employer, specified matching percent (90th percentile)	4	T	508	
S24	Savings and thrift: Maximum employee contributions as percent of earnings	3	T	509	
S25	Savings and thrift: Maximum employee contributions as percent of earnings (10th percentile)	4	T	510	
S26	Savings and thrift: Maximum employee contributions as percent of earnings (25th percentile)	4	T	511	
S27	Savings and thrift: Maximum employee contributions as percent of earnings (50th percentile-median)	4	T	512	
S28	Savings and thrift: Maximum employee contributions as percent of earnings (75th percentile)	4	T	513	
S29	Savings and thrift: Maximum employee contributions as percent of earnings (90th percentile)	4	T	514	
S30	Savings and thrift: Maximum employee contributions, any amount up to Internal Revenue Code limit	3	T	515	
S32	Savings and thrift: Maximum potential employer contribution (10th percentile)	3	T	517	
S33	Savings and thrift: Maximum potential employer contribution (25th percentile)	3	T	518	
S34	Savings and thrift: Maximum potential employer contribution (50th percentile-median)	3	T	519	
S35	Savings and thrift: Maximum potential employer contribution (75th percentile)	3	T	520	
S36	Savings and thrift: Maximum potential employer contribution (90th percentile)	3	T	521	
S37	Savings and thrift: Method of employer matching contributions, specified matching percent	3	T	522	
S38	Savings and thrift: Method of employer matching contributions, specified matching percent (10th percentile)	4	T	523	
S39	Savings and thrift: Method of employer matching contributions, specified matching percent (25th percentile)	4	T	524	
S40	Savings and thrift: Method of employer matching contributions, specified matching percent (50th percentile-median)	4	T	525	
S41	Savings and thrift: Method of employer matching contributions, specified matching percent (75th percentile)	4	T	526	
S42	Savings and thrift: Method of employer matching contributions, specified matching percent (90th percentile)	4	T	527	
S43	Savings and thrift: Method of employer matching contributions, other	3	T	528	
S44	Savings and thrift: With automatic enrollment available	4	T	529	
S45	Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (10th percentile)	4	T	530	
S46	Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (25th percentile)	4	T	531	
S47	Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (50th percentile-median)	4	T	532	
S48	Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (75th percentile)	4	T	533	
S49	Savings and thrift: Default enrollment amt as % of the employee maximum amt matched by employer (90th percentile)	4	T	534	
S50	Savings and thrift: With no automatic enrollment available	4	T	535	
S51	Savings and thrift: With automatic enrollment not determinable	4	T	536	
S52	Savings and thrift: With automatic enrollment, default contribution as percent of earnings	4	T	537	
S53	Savings and thrift: With automatic enrollment, default contribution as percent of earnings (10th percentile)	5	T	538	
S54	Savings and thrift: With automatic enrollment, default contribution as percent of earnings (25th percentile)	5	T	539	
S55	Savings and thrift: With automatic enrollment, default contribution as percent of earnings (50th percentile-median)	5	T	540	
S56	Savings and thrift: With automatic enrollment, default contribution as percent of earnings (75th percentile)	5	T	541	
S57	Savings and thrift: With automatic enrollment, default contribution as percent of earnings (90th percentile)	5	T	542	
S59	Savings and thrift: With automatic enrollment,  default contribution not determinable	4	T	544	
S61	Savings and thrift: With automatic escalation available	3	T	546	
S62	Savings and thrift: With no automatic escalation available	3	T	547	
S63	Savings and thrift: With automatic escalation available not determinable	3	T	548	
S64	Savings and thrift: Employee contribution escalates for predetermined number of years	4	T	549	
S65	Savings and thrift: Employee contribution escalates for predetermined # of yrs, median # of yrs of escalation	5	T	550	
S66	Savings and thrift: Employee contribution escalates to specified % of earnings	4	T	551	
S67	Savings and thrift: Employee contribution escalates to specified % of earnings, median % of earnings after max escalation	5	T	552	
S73	Savings and thrift: Employee choice of investment for employee funds	2	T	558	
S74	Savings and thrift: Investment choice for employee funds - company stock	3	T	559	
S75	Savings and thrift: Investment choice for employee funds - common stock	3	T	560	
S76	Savings and thrift: Investment choice for employee funds - diversified investments	3	T	561	
S77	Savings and thrift: Investment choice for employee funds - lifecycle funds	3	T	562	
S78	Savings and thrift: Investment choice for employee funds - other	3	T	563	
S79	Savings and thrift: Investment choice for employee funds - exists but not determinable	3	T	564	
S81	Savings and thrift: Employee choice of investment for employer funds	2	T	566	
S82	Savings and thrift: Investment choice for employer funds - company stock	4	T	567	
S83	Savings and thrift: Investment choice for employer funds - common stock	4	T	568	
S84	Savings and thrift: Investment choice for employer funds - diversified investments	4	T	569	
S85	Savings and thrift: Investment choice for employer funds - lifecycle funds	4	T	570	
S86	Savings and thrift: Investment choice for employer funds - other	4	T	571	
S87	Savings and thrift: Investment choice for employer funds - exists but not determinable	4	T	572	
S88	Savings and thrift: No investment choice available for employer funds	2	T	573	
S89	Savings and thrift: Investment choices for employer funds not determinable	3	T	574	
