case_code	category_code	category_text	display_level	selectable	sort_sequence
M	NRM	Industry - Natural resources	0	T	1109	
M	NXX	Nature - all other	0	T	1141	
M	O10	Occupation - Management, Business, and Financial Occupations (11-13)	0	T	1142	
M	O23	Occupation - Computer, Engineering, and Science Occupations (15-19)	0	T	1144	
M	O25	Occupation - Education, Legal, Community Service, Arts, and Media Occupations (21-27)	0	T	1145	
M	O27	Occupation - Healthcare Practitioners and Technical Occupations (29)	0	T	1146	
M	O30	Occupation - Service Occupations (31-39)	0	T	1147	
M	O41	Occupation - Sales and Related Occupations	0	T	1148	
M	O43	Occupation - Office and Administrative Support Occupations	0	T	1149	
M	O45	Occupation - Farming, Fishing, and Forestry Occupations	0	T	1150	
M	O47	Occupation - Construction and Extraction Occupations	0	T	1151	
M	O49	Occupation - Installation, Maintenance, and Repair Occupations	0	T	1152	
M	O51	Occupation - Production Occupations	0	T	1153	
M	O53	Occupation - Transportation and Material Moving Occupations	0	T	1154	
M	OTS	Industry - Other services	0	T	1110	
M	P11	Part - Eye	0	T	1155	
M	P1X	Part - Head	0	T	1156	
M	P2X	Part - Neck	0	T	1157	
M	P32	Part - Back	0	T	1158	
M	P3X	Part - Trunk	0	T	1159	
M	P41	Part - Shoulder	0	T	1160	
M	P42	Part - Arm	0	T	1161	
M	P43	Part - Wrist	0	T	1162	
M	P44	Part - Hand(s)	0	T	1163	
M	P4A	Part - Hand(s), except finger(s)	0	T	1164	
M	P4B	Part - Finger(s), fingernail(s)	0	T	1165	
M	P4X	Part - Upper extremities	0	T	1166	
M	P51	Part - Knee	0	T	1167	
M	P52	Part - Ankle	0	T	1168	
M	P53	Part - Foot	0	T	1169	
M	P54	Part - Toe, toenail	0	T	1170	
M	P5X	Part - Lower extremities	0	T	1171	
M	P6X	Part - Body systems	0	T	1172	
M	P8X	Part - Multiple	0	T	1173	
M	PAD	Industry - Public Administration	0	T	1111	
M	PBS	Industry - Professional business services	0	T	1112	
M	PST	Industry - Professional, scientific, and technical services	0	T	1113	
M	PXX	Part - all other	0	T	1174	
M	RAX	Race (American Indian or Alaska native)	0	T	1175	
M	RBX	Race (Asian)	0	T	1176	
M	RCX	Race (Black or African American)	0	T	1177	
M	RDX	Race (Hispanic or Latino)	0	T	1178	
M	RET	Industry - Retail trade	0	T	1114	
M	REX	Race (Native Hawaiian or Other Pacific Islander)	0	T	1179	
M	RFX	Race (White)	0	T	1180	
M	RGX	Race (Not reported)	0	T	1181	
M	RHX	Race (Multi-race)	0	T	1182	
M	RIX	Race (Hispanic and other)	0	T	1183	
M	RRL	Industry - Real estate and rental leasing	0	T	1115	
M	S21	Source - Containers	0	T	1195	
M	S22	Source - Furniture, fixtures	0	T	1196	
M	S3X	Source - Machinery	0	T	1197	
M	S4X	Source - Parts and materials	0	T	1198	
M	S56	Source - Person, injured or ill worker	0	T	1199	
M	S57	Source - Person, other than injured or ill workers	0	T	1200	
M	S5B	Source - Worker motion or position	0	T	1201	
M	S5C	Source - Patient	0	T	1202	
M	S66	Source - Floors, walkways, ground surfaces	0	T	1203	
M	S74	Source - Ladder	0	T	1205	
M	S7A	Source - Handtools	0	T	1206	
M	S8C	Source - Trucks	0	T	1207	
M	S8D	Source - Cart, dolly, hand truck-nonpowered	0	T	1208	
M	S8X	Source - Vehicles	0	T	1209	
M	SP1	Industry - Service providing	0	T	1116	
M	SXX	Source - all other	0	T	1210	
M	T2X	Secondary Source - Containers, furniture, and fixtures	0	T	1184	
M	T31	Secondary Source - Computers and peripheral equipment	0	T	1185	
M	T3X	Secondary Source - Machinery	0	T	1186	
M	T71	Secondary Source - Firearms, law enforcement, and other self-defense equipment	0	T	1187	
M	T7X	Secondary Source - Tools, instruments, and equipment	0	T	1188	
M	T84	Secondary Source - Highway vehicle, motorized	0	T	1189	
M	T8X	Secondary Source - Vehicles	0	T	1190	
M	T91	Secondary Source - Ice, sleet, snow	0	T	1191	
M	T92	Secondary Source - Liquids-nonchemical	0	T	1192	
M	TAX	Time (12:01AM - 4:00AM)	0	T	1211	
M	TBX	Time (4:01AM - 8:00AM)	0	T	1212	
M	TCX	Time (8:01AM - 12Noon)	0	T	1213	
M	TDX	Time (12:01PM - 4:00PM)	0	T	1214	
M	TEX	Time (4:01PM - 8:00PM)	0	T	1215	
M	TFX	Time (8:01PM - 12Midnight)	0	T	1216	
M	TGX	Time (not reported)	0	T	1217	
M	TRW	Industry - Transportation and warehousing	0	T	1117	
M	TTU	Industry - Trade, transportation, and utilities	0	T	1118	
M	TXX	Secondary Source - all other	0	T	1193	
M	UTL	Industry - Utilities	0	T	1119	
M	WAX	Weekday (Sunday)	0	T	1218	
M	WBX	Weekday (Monday)	0	T	1219	
M	WCX	Weekday (Tuesday)	0	T	1220	
M	WDX	Weekday (Wednesday)	0	T	1221	
M	WEX	Weekday (Thursday)	0	T	1222	
M	WFX	Weekday (Friday)	0	T	1223	
M	WGX	Weekday (Saturday)	0	T	1224	
M	WHT	Industry - Wholesale trade	0	T	1120	
N	00X	All industry	0	T	8	
N	ABX	Age group (14 - 15 yrs.)	0	T	1226	
N	ACX	Age group (16 - 19 yrs.)	0	T	1227	
N	ADW	Industry - Administration and support and waste management	0	T	1276	
N	ADX	Age group (20 - 24 yrs.)	0	T	1228	
N	AER	Industry - Arts, entertainment, and recreation	0	T	1277	
N	AEX	Age group (25 - 34 yrs.)	0	T	1229	
N	AFH	Industry - Agriculture, forestry, fishing, and hunting	0	T	1278	
N	AFS	Industry - Accommodation and food services	0	T	1279	
N	AFX	Age group (35 - 44 yrs.)	0	T	1230	
N	AGX	Age group (45 - 54 yrs.)	0	T	1231	
N	AHX	Age group (55 - 64 yrs.)	0	T	1232	
N	AIX	Age group (65+ yrs.)	0	T	1233	
N	AJX	Age group (not reported)	0	T	1234	
N	CON	Industry - Construction	0	T	1280	
N	DAX	DAFW (1 day)	0	T	1235	
N	DBX	DAFW (2 days)	0	T	1236	
N	DCX	DAFW (3 - 5 days)	0	T	1237	
N	DDX	DAFW (6 - 10 days)	0	T	1238	
N	DEX	DAFW (11 - 20 days)	0	T	1239	
N	DFX	DAFW (21 - 30 days)	0	T	1240	
N	DGX	DAFW (31+ days)	0	T	1241	
N	E11	Event - Intentional injury by other person	0	T	1242	
N	E12	Event - Injury by person-unintentional or intent unknown	0	T	1243	
N	E13	Event - Animal and insect related incidents	0	T	1244	
N	E1X	Event - Violence and other injuries by persons or animal	0	T	1245	
N	E26	Event - Roadway incidents involving motorized land vehicles	0	T	1246	
N	E2X	Event - Transportation incidents	0	T	1247	
N	E3X	Event - Fires and explosions	0	T	1248	
N	E41	Event - Slips, trips without fall	0	T	1249	
N	E42	Event - Fall on same level	0	T	1250	
N	E43	Event - Fall to lower level	0	T	1251	
N	E4X	Event - Falls, slips, trips	0	T	1252	
N	E5X	Event - Exposure to harmful substances or enviroments	0	T	1253	
N	E62	Event - Struck by object or equipment	0	T	1254	
N	E63	Event - Struck against object or equipment	0	T	1255	
N	E64	Event - Caught in or compressed by object or equipment	0	T	1256	
N	E6X	Event - Contact with object, equipment	0	T	1257	
N	E72	Event - Repetitive motion involving microtasks	0	T	1258	
N	E7A	Event - Overexertion in lifting or lowering	0	T	1259	
N	E7X	Event - Overexertion and bodily reaction	0	T	1260	
N	EDS	Industry - Educational services	0	T	1281	
N	EHS	Industry - Education and health services	0	T	1282	
N	EXX	Event - all other	0	T	1261	
N	FIA	Industry - Financial activities	0	T	1283	
N	FIN	Industry - Finance and insurance	0	T	1284	
N	GFX	Gender (Female)	0	T	1262	
N	GMX	Gender (Male)	0	T	1263	
N	GNX	Gender (Not reported)	0	T	1264	
N	GP1	Industry - Goods producing	0	T	1285	
N	HAS	Industry - Health care and social assistance	0	T	1286	
N	HAX	Hours (before shift began)	0	T	1265	
N	HBX	Hours (less than 1 hour)	0	T	1266	
N	HCX	Hours (1 -2 hours)	0	T	1267	
N	HDX	Hours (2 - 4 hours)	0	T	1268	
N	HEX	Hours (4 - 6 hours)	0	T	1269	
N	HFX	Hours (6 - 8 hours)	0	T	1270	
N	HGX	Hours (8 - 10 hours)	0	T	1271	
N	HHX	Hours (10 - 12 hours)	0	T	1272	
N	HIX	Hours (12 - 16 hours)	0	T	1273	
N	HJX	Hours (more than 16 hours)	0	T	1274	
N	HKX	Hours (not reported)	0	T	1275	
N	INF	Industry - Information	0	T	1287	
N	LAX	LOS (< 3 mos.)	0	T	1304	
N	LBX	LOS (3 - 11 mos.)	0	T	1305	
N	LCX	LOS (1 - 5 yrs.)	0	T	1306	
N	LDX	LOS (5 yrs.)	0	T	1307	
N	LEH	Industry - Leisure and hospitality	0	T	1288	
N	LEX	LOS (Not reported)	0	T	1308	
N	MCE	Industry - Management of companies and enterprises	0	T	1289	
N	MFG	Industry - Manufacturing	0	T	1290	
N	MIN	Industry - Mining	0	T	1291	
N	MSD	Musculoskeletal disorders	0	T	1309	
N	NRM	Industry - Natural resources	0	T	1292	
N	O10	Occupation - Management, Business, and Financial Occupations (11-13)	0	T	1310	
N	O23	Occupation - Computer, Engineering, and Science Occupations (15-19)	0	T	1312	
N	O25	Occupation - Education, Legal, Community Service, Arts, and Media Occupations (21-27)	0	T	1313	
N	O27	Occupation - Healthcare Practitioners and Technical Occupations (29)	0	T	1314	
N	O30	Occupation - Service Occupations (31-39)	0	T	1315	
N	O41	Occupation - Sales and Related Occupations	0	T	1316	
N	O43	Occupation - Office and Administrative Support Occupations	0	T	1317	
N	O45	Occupation - Farming, Fishing, and Forestry Occupations	0	T	1318	
N	O47	Occupation - Construction and Extraction Occupations	0	T	1319	
N	O49	Occupation - Installation, Maintenance, and Repair Occupations	0	T	1320	
N	O51	Occupation - Production Occupations	0	T	1321	
N	O53	Occupation - Transportation and Material Moving Occupations	0	T	1322	
N	OTS	Industry - Other services	0	T	1293	
N	P11	Part - Eye	0	T	1323	
N	P1X	Part - Head	0	T	1324	
N	P2X	Part - Neck	0	T	1325	
N	P32	Part - Back	0	T	1326	
N	P3X	Part - Trunk	0	T	1327	
N	P41	Part - Shoulder	0	T	1328	
N	P42	Part - Arm	0	T	1329	
N	P43	Part - Wrist	0	T	1330	
N	P44	Part - Hand(s)	0	T	1331	
N	P4A	Part - Hand(s), except finger(s)	0	T	1332	
N	P4B	Part - Finger(s), fingernail(s)	0	T	1333	
N	P4X	Part - Upper extremities	0	T	1334	
N	P51	Part - Knee	0	T	1335	
N	P52	Part - Ankle	0	T	1336	
N	P53	Part - Foot	0	T	1337	
N	P54	Part - Toe, toenail	0	T	1338	
N	P5X	Part - Lower extremities	0	T	1339	
N	P6X	Part - Body systems	0	T	1340	
N	P8X	Part - Multiple	0	T	1341	
N	PAD	Industry - Public Administration	0	T	1294	
N	PBS	Industry - Professional business services	0	T	1295	
N	PST	Industry - Professional, scientific, and technical services	0	T	1296	
N	PXX	Part - all other	0	T	1342	
N	RAX	Race (American Indian or Alaska native)	0	T	1343	
N	RBX	Race (Asian)	0	T	1344	
N	RCX	Race (Black or African American)	0	T	1345	
N	RDX	Race (Hispanic or Latino)	0	T	1346	
N	RET	Industry - Retail trade	0	T	1297	
N	REX	Race (Native Hawaiian or Other Pacific Islander)	0	T	1347	
N	RFX	Race (White)	0	T	1348	
N	RGX	Race (Not reported)	0	T	1349	
N	RHX	Race (Multi-race)	0	T	1350	
N	RIX	Race (Hispanic and other)	0	T	1351	
N	RRL	Industry - Real estate and rental leasing	0	T	1298	
N	S1X	Source - Chemical, chemical products	0	T	1362	
N	S21	Source - Containers	0	T	1363	
N	S22	Source - Furniture, fixtures	0	T	1364	
N	S3X	Source - Machinery	0	T	1365	
N	S4X	Source - Parts and materials	0	T	1366	
N	S56	Source - Person, injured or ill worker	0	T	1367	
N	S57	Source - Person, other than injured or ill workers	0	T	1368	
N	S5B	Source - Worker motion or position	0	T	1369	
N	S5C	Source - Patient	0	T	1370	
N	S66	Source - Floors, walkways, ground surfaces	0	T	1371	
N	S74	Source - Ladder	0	T	1373	
N	S7A	Source - Handtools	0	T	1374	
N	S8C	Source - Trucks	0	T	1375	
N	S8D	Source - Cart, dolly, hand truck-nonpowered	0	T	1376	
N	S8X	Source - Vehicles	0	T	1377	
N	SP1	Industry - Service providing	0	T	1299	
N	SXX	Source - all other	0	T	1378	
N	T2X	Secondary Source - Containers, furniture, and fixtures	0	T	1352	
N	T31	Secondary Source - Computers and peripheral equipment	0	T	1353	
N	T3X	Secondary Source - Machinery	0	T	1354	
N	T71	Secondary Source - Firearms, law enforcement, and other self-defense equipment	0	T	1355	
N	T7X	Secondary Source - Tools, instruments, and equipment	0	T	1356	
N	T84	Secondary Source - Highway vehicle, motorized	0	T	1357	
N	T8X	Secondary Source - Vehicles	0	T	1358	
N	T91	Secondary Source - Ice, sleet, snow	0	T	1359	
N	T92	Secondary Source - Liquids-nonchemical	0	T	1360	
N	TAX	Time (12:01AM - 4:00AM)	0	T	1379	
N	TBX	Time (4:01AM - 8:00AM)	0	T	1380	
N	TCX	Time (8:01AM - 12Noon)	0	T	1381	
N	TDX	Time (12:01PM - 4:00PM)	0	T	1382	
N	TEX	Time (4:01PM - 8:00PM)	0	T	1383	
N	TFX	Time (8:01PM - 12Midnight)	0	T	1384	
N	TGX	Time (not reported)	0	T	1385	
N	TRW	Industry - Transportation and warehousing	0	T	1300	
N	TTU	Industry - Trade, transportation, and utilities	0	T	1301	
N	TXX	Secondary Source - all other	0	T	1361	
N	UTL	Industry - Utilities	0	T	1302	
N	WAX	Weekday (Sunday)	0	T	1386	
N	WBX	Weekday (Monday)	0	T	1387	
N	WCX	Weekday (Tuesday)	0	T	1388	
N	WDX	Weekday (Wednesday)	0	T	1389	
N	WEX	Weekday (Thursday)	0	T	1390	
N	WFX	Weekday (Friday)	0	T	1391	
N	WGX	Weekday (Saturday)	0	T	1392	
N	WHT	Industry - Wholesale trade	0	T	1303	
O	00X	All industry	0	T	9	
O	ABX	Age group (14 - 15 yrs.)	0	T	1394	
O	ACX	Age group (16 - 19 yrs.)	0	T	1395	
O	ADW	Industry - Administration and support and waste management	0	T	1444	
O	ADX	Age group (20 - 24 yrs.)	0	T	1396	
O	AER	Industry - Arts, entertainment, and recreation	0	T	1445	
O	AEX	Age group (25 - 34 yrs.)	0	T	1397	
O	AFH	Industry - Agriculture, forestry, fishing, and hunting	0	T	1446	
O	AFS	Industry - Accommodation and food services	0	T	1447	
O	AFX	Age group (35 - 44 yrs.)	0	T	1398	
O	AGX	Age group (45 - 54 yrs.)	0	T	1399	
O	AHX	Age group (55 - 64 yrs.)	0	T	1400	
O	AIX	Age group (65+ yrs.)	0	T	1401	
O	AJX	Age group (not reported)	0	T	1402	
O	CON	Industry - Construction	0	T	1448	
O	DAX	DAFW (1 day)	0	T	1403	
O	DBX	DAFW (2 days)	0	T	1404	
O	DCX	DAFW (3 - 5 days)	0	T	1405	
O	DDX	DAFW (6 - 10 days)	0	T	1406	
O	DEX	DAFW (11 - 20 days)	0	T	1407	
O	DFX	DAFW (21 - 30 days)	0	T	1408	
O	DGX	DAFW (31+ days)	0	T	1409	
O	E11	Event - Intentional injury by other person	0	T	1410	
O	E12	Event - Injury by person-unintentional or intent unknown	0	T	1411	
O	E13	Event - Animal and insect related incidents	0	T	1412	
O	E1X	Event - Violence and other injuries by persons or animal	0	T	1413	
O	E26	Event - Roadway incidents involving motorized land vehicles	0	T	1414	
O	E2X	Event - Transportation incidents	0	T	1415	
O	E3X	Event - Fires and explosions	0	T	1416	
O	E41	Event - Slips, trips without fall	0	T	1417	
O	E42	Event - Fall on same level	0	T	1418	
O	E43	Event - Fall to lower level	0	T	1419	
O	E4X	Event - Falls, slips, trips	0	T	1420	
O	E5X	Event - Exposure to harmful substances or enviroments	0	T	1421	
O	E62	Event - Struck by object or equipment	0	T	1422	
O	E63	Event - Struck against object or equipment	0	T	1423	
O	E64	Event - Caught in or compressed by object or equipment	0	T	1424	
O	E6X	Event - Contact with object, equipment	0	T	1425	
O	E72	Event - Repetitive motion involving microtasks	0	T	1426	
O	E7A	Event - Overexertion in lifting or lowering	0	T	1427	
O	E7X	Event - Overexertion and bodily reaction	0	T	1428	
O	EDS	Industry - Educational services	0	T	1449	
O	EHS	Industry - Education and health services	0	T	1450	
O	EXX	Event - all other	0	T	1429	
O	FIA	Industry - Financial activities	0	T	1451	
O	FIN	Industry - Finance and insurance	0	T	1452	
O	GFX	Gender (Female)	0	T	1430	
O	GMX	Gender (Male)	0	T	1431	
O	GNX	Gender (Not reported)	0	T	1432	
O	GP1	Industry - Goods producing	0	T	1453	
O	HAS	Industry - Health care and social assistance	0	T	1454	
O	HAX	Hours (before shift began)	0	T	1433	
O	HBX	Hours (less than 1 hour)	0	T	1434	
O	HCX	Hours (1 -2 hours)	0	T	1435	
O	HDX	Hours (2 - 4 hours)	0	T	1436	
O	HEX	Hours (4 - 6 hours)	0	T	1437	
O	HFX	Hours (6 - 8 hours)	0	T	1438	
O	HGX	Hours (8 - 10 hours)	0	T	1439	
O	HHX	Hours (10 - 12 hours)	0	T	1440	
O	HIX	Hours (12 - 16 hours)	0	T	1441	
O	HJX	Hours (more than 16 hours)	0	T	1442	
O	HKX	Hours (not reported)	0	T	1443	
O	INF	Industry - Information	0	T	1455	
O	LAX	LOS (< 3 mos.)	0	T	1472	
O	LBX	LOS (3 - 11 mos.)	0	T	1473	
O	LCX	LOS (1 - 5 yrs.)	0	T	1474	
O	LDX	LOS (5 yrs.)	0	T	1475	
O	LEH	Industry - Leisure and hospitality	0	T	1456	
O	LEX	LOS (Not reported)	0	T	1476	
O	MCE	Industry - Management of companies and enterprises	0	T	1457	
O	MFG	Industry - Manufacturing	0	T	1458	
O	MIN	Industry - Mining	0	T	1459	
O	MSD	Musculoskeletal disorders	0	T	1477	
O	N1A	Nature - Fractures	0	T	1478	
O	N1B	Nature - Sprains, strains, tears	0	T	1479	
O	N1C	Nature - Amputations	0	T	1480	
O	N1D	Nature - Bruise, contusions	0	T	1481	
O	N1E	Nature - Chemical burns and corrosions	0	T	1482	
O	N1F	Nature - Heat (thermal) burns	0	T	1483	
O	N1G	Nature - Soreness, pain	0	T	1484	
O	N21	Nature - Cuts, lacerations	0	T	1485	
O	N22	Nature - Punctures (except gunshot wounds)	0	T	1486	
O	N2X	Nature - Cuts, lacerations, punctures	0	T	1487	
O	N3A	Nature - Carpal tunnel syndrome	0	T	1488	
O	N3B	Nature - Tendonitis	0	T	1489	
O	N81	Nature - With sprains	0	T	1490	
O	N82	Nature - With fractures	0	T	1491	
O	N8X	Nature - Multiple traumatic injuries	0	T	1492	
O	NRM	Industry - Natural resources	0	T	1460	
O	NXX	Nature - all other	0	T	1493	
O	OTS	Industry - Other services	0	T	1461	
O	P11	Part - Eye	0	T	1494	
O	P1X	Part - Head	0	T	1495	
O	P2X	Part - Neck	0	T	1496	
O	P32	Part - Back	0	T	1497	
O	P3X	Part - Trunk	0	T	1498	
O	P41	Part - Shoulder	0	T	1499	
O	P42	Part - Arm	0	T	1500	
O	P43	Part - Wrist	0	T	1501	
O	P44	Part - Hand(s)	0	T	1502	
O	P4A	Part - Hand(s), except finger(s)	0	T	1503	
O	P4B	Part - Finger(s), fingernail(s)	0	T	1504	
O	P4X	Part - Upper extremities	0	T	1505	
O	P51	Part - Knee	0	T	1506	
O	P52	Part - Ankle	0	T	1507	
O	P53	Part - Foot	0	T	1508	
O	P54	Part - Toe, toenail	0	T	1509	
O	P5X	Part - Lower extremities	0	T	1510	
O	P6X	Part - Body systems	0	T	1511	
O	P8X	Part - Multiple	0	T	1512	
O	PAD	Industry - Public Administration	0	T	1462	
O	PBS	Industry - Professional business services	0	T	1463	
O	PST	Industry - Professional, scientific, and technical services	0	T	1464	
O	PXX	Part - all other	0	T	1513	
O	RAX	Race (American Indian or Alaska native)	0	T	1514	
O	RBX	Race (Asian)	0	T	1515	
O	RCX	Race (Black or African American)	0	T	1516	
O	RDX	Race (Hispanic or Latino)	0	T	1517	
O	RET	Industry - Retail trade	0	T	1465	
O	REX	Race (Native Hawaiian or Other Pacific Islander)	0	T	1518	
O	RFX	Race (White)	0	T	1519	
O	RGX	Race (Not reported)	0	T	1520	
O	RHX	Race (Multi-race)	0	T	1521	
O	RIX	Race (Hispanic and other)	0	T	1522	
O	RRL	Industry - Real estate and rental leasing	0	T	1466	
O	S1X	Source - Chemical, chemical products	0	T	1533	
O	S21	Source - Containers	0	T	1534	
O	S22	Source - Furniture, fixtures	0	T	1535	
O	S3X	Source - Machinery	0	T	1536	
O	S4X	Source - Parts and materials	0	T	1537	
O	S56	Source - Person, injured or ill worker	0	T	1538	
O	S57	Source - Person, other than injured or ill workers	0	T	1539	
O	S5B	Source - Worker motion or position	0	T	1540	
O	S5C	Source - Patient	0	T	1541	
O	S66	Source - Floors, walkways, ground surfaces	0	T	1542	
O	S74	Source - Ladder	0	T	1544	
O	S7A	Source - Handtools	0	T	1545	
O	S8C	Source - Trucks	0	T	1546	
O	S8D	Source - Cart, dolly, hand truck-nonpowered	0	T	1547	
O	S8X	Source - Vehicles	0	T	1548	
O	SP1	Industry - Service providing	0	T	1467	
O	SXX	Source - all other	0	T	1549	
O	T2X	Secondary Source - Containers, furniture, and fixtures	0	T	1523	
O	T31	Secondary Source - Computers and peripheral equipment	0	T	1524	
O	T3X	Secondary Source - Machinery	0	T	1525	
O	T71	Secondary Source - Firearms, law enforcement, and other self-defense equipment	0	T	1526	
O	T7X	Secondary Source - Tools, instruments, and equipment	0	T	1527	
O	T84	Secondary Source - Highway vehicle, motorized	0	T	1528	
O	T8X	Secondary Source - Vehicles	0	T	1529	
O	T91	Secondary Source - Ice, sleet, snow	0	T	1530	
O	T92	Secondary Source - Liquids-nonchemical	0	T	1531	
O	TAX	Time (12:01AM - 4:00AM)	0	T	1550	
O	TBX	Time (4:01AM - 8:00AM)	0	T	1551	
O	TCX	Time (8:01AM - 12Noon)	0	T	1552	
O	TDX	Time (12:01PM - 4:00PM)	0	T	1553	
O	TEX	Time (4:01PM - 8:00PM)	0	T	1554	
O	TFX	Time (8:01PM - 12Midnight)	0	T	1555	
O	TGX	Time (not reported)	0	T	1556	
O	TRW	Industry - Transportation and warehousing	0	T	1468	
O	TTU	Industry - Trade, transportation, and utilities	0	T	1469	
O	TXX	Secondary Source - all other	0	T	1532	
O	UTL	Industry - Utilities	0	T	1470	
O	WAX	Weekday (Sunday)	0	T	1557	
O	WBX	Weekday (Monday)	0	T	1558	
O	WCX	Weekday (Tuesday)	0	T	1559	
O	WDX	Weekday (Wednesday)	0	T	1560	
O	WEX	Weekday (Thursday)	0	T	1561	
O	WFX	Weekday (Friday)	0	T	1562	
O	WGX	Weekday (Saturday)	0	T	1563	
O	WHT	Industry - Wholesale trade	0	T	1471	
P	00X	All industry	0	T	10	
P	ABX	Age group (14 - 15 yrs.)	0	T	1565	
P	ACX	Age group (16 - 19 yrs.)	0	T	1566	
P	ADW	Industry - Administration and support and waste management	0	T	1615	
P	ADX	Age group (20 - 24 yrs.)	0	T	1567	
P	AER	Industry - Arts, entertainment, and recreation	0	T	1616	
P	AEX	Age group (25 - 34 yrs.)	0	T	1568	
P	AFH	Industry - Agriculture, forestry, fishing, and hunting	0	T	1617	
P	AFS	Industry - Accommodation and food services	0	T	1618	
P	AFX	Age group (35 - 44 yrs.)	0	T	1569	
P	AGX	Age group (45 - 54 yrs.)	0	T	1570	
P	AHX	Age group (55 - 64 yrs.)	0	T	1571	
P	AIX	Age group (65+ yrs.)	0	T	1572	
P	AJX	Age group (not reported)	0	T	1573	
P	CON	Industry - Construction	0	T	1619	
P	DAX	DAFW (1 day)	0	T	1574	
P	DBX	DAFW (2 days)	0	T	1575	
P	DCX	DAFW (3 - 5 days)	0	T	1576	
P	DDX	DAFW (6 - 10 days)	0	T	1577	
P	DEX	DAFW (11 - 20 days)	0	T	1578	
P	DFX	DAFW (21 - 30 days)	0	T	1579	
P	DGX	DAFW (31+ days)	0	T	1580	
P	E11	Event - Intentional injury by other person	0	T	1581	
P	E12	Event - Injury by person-unintentional or intent unknown	0	T	1582	
P	E13	Event - Animal and insect related incidents	0	T	1583	
P	E1X	Event - Violence and other injuries by persons or animal	0	T	1584	
P	E26	Event - Roadway incidents involving motorized land vehicles	0	T	1585	
P	E2X	Event - Transportation incidents	0	T	1586	
P	E3X	Event - Fires and explosions	0	T	1587	
P	E41	Event - Slips, trips without fall	0	T	1588	
P	E42	Event - Fall on same level	0	T	1589	
P	E43	Event - Fall to lower level	0	T	1590	
P	E4X	Event - Falls, slips, trips	0	T	1591	
P	E5X	Event - Exposure to harmful substances or enviroments	0	T	1592	
P	E62	Event - Struck by object or equipment	0	T	1593	
P	E63	Event - Struck against object or equipment	0	T	1594	
P	E64	Event - Caught in or compressed by object or equipment	0	T	1595	
P	E6X	Event - Contact with object, equipment	0	T	1596	
P	E72	Event - Repetitive motion involving microtasks	0	T	1597	
P	E7A	Event - Overexertion in lifting or lowering	0	T	1598	
P	E7X	Event - Overexertion and bodily reaction	0	T	1599	
P	EDS	Industry - Educational services	0	T	1620	
P	EHS	Industry - Education and health services	0	T	1621	
P	EXX	Event - all other	0	T	1600	
P	FIA	Industry - Financial activities	0	T	1622	
P	FIN	Industry - Finance and insurance	0	T	1623	
P	GFX	Gender (Female)	0	T	1601	
P	GMX	Gender (Male)	0	T	1602	
P	GNX	Gender (Not reported)	0	T	1603	
P	GP1	Industry - Goods producing	0	T	1624	
P	HAS	Industry - Health care and social assistance	0	T	1625	
P	HAX	Hours (before shift began)	0	T	1604	
P	HBX	Hours (less than 1 hour)	0	T	1605	
P	HCX	Hours (1 -2 hours)	0	T	1606	
P	HDX	Hours (2 - 4 hours)	0	T	1607	
P	HEX	Hours (4 - 6 hours)	0	T	1608	
P	HFX	Hours (6 - 8 hours)	0	T	1609	
P	HGX	Hours (8 - 10 hours)	0	T	1610	
P	HHX	Hours (10 - 12 hours)	0	T	1611	
P	HIX	Hours (12 - 16 hours)	0	T	1612	
P	HJX	Hours (more than 16 hours)	0	T	1613	
P	HKX	Hours (not reported)	0	T	1614	
P	INF	Industry - Information	0	T	1626	
P	LAX	LOS (< 3 mos.)	0	T	1643	
P	LBX	LOS (3 - 11 mos.)	0	T	1644	
P	LCX	LOS (1 - 5 yrs.)	0	T	1645	
P	LDX	LOS (5 yrs.)	0	T	1646	
P	LEH	Industry - Leisure and hospitality	0	T	1627	
P	LEX	LOS (Not reported)	0	T	1647	
P	MCE	Industry - Management of companies and enterprises	0	T	1628	
P	MFG	Industry - Manufacturing	0	T	1629	
P	MIN	Industry - Mining	0	T	1630	
P	MSD	Musculoskeletal disorders	0	T	1648	
P	N1A	Nature - Fractures	0	T	1649	
P	N1B	Nature - Sprains, strains, tears	0	T	1650	
P	N1C	Nature - Amputations	0	T	1651	
P	N1D	Nature - Bruise, contusions	0	T	1652	
P	N1E	Nature - Chemical burns and corrosions	0	T	1653	
P	N1F	Nature - Heat (thermal) burns	0	T	1654	
P	N1G	Nature - Soreness, pain	0	T	1655	
P	N21	Nature - Cuts, lacerations	0	T	1656	
P	N22	Nature - Punctures (except gunshot wounds)	0	T	1657	
P	N2X	Nature - Cuts, lacerations, punctures	0	T	1658	
P	N3A	Nature - Carpal tunnel syndrome	0	T	1659	
P	N3B	Nature - Tendonitis	0	T	1660	
P	N81	Nature - With sprains	0	T	1661	
P	N82	Nature - With fractures	0	T	1662	
P	N8X	Nature - Multiple traumatic injuries	0	T	1663	
P	NRM	Industry - Natural resources	0	T	1631	
P	NXX	Nature - all other	0	T	1664	
P	O10	Occupation - Management, Business, and Financial Occupations (11-13)	0	T	1665	
P	O23	Occupation - Computer, Engineering, and Science Occupations (15-19)	0	T	1667	
P	O25	Occupation - Education, Legal, Community Service, Arts, and Media Occupations (21-27)	0	T	1668	
